"no_of_test","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51"
"367",13195.6219549,15787.5178736,36527.1452678,20241.6224141999,13979.1897905001,10898.5789847,12583.625835,12226.6522653002,13678.0667792999,11127.8712775999,27745.4874520998,15043.7004354999,23136.6213638999,13507.9050776999,26602.4460218001,10953.7295361999,23625.2662503001,10989.2698916,8876.82876739989,16932.5493238,10914.0491394001,14582.3958224999,11247.9124780001,189331.393295,37510.6151024,20497.404972,12600.0159989001,11609.8160969999,9923.3192321999,8901.2290114,8133.81133730009,5009.40009350006,4506.05506010013,4967.0296698,61016.6901607999,7927.37927300005,50512.4751197001,24216.7921655,46762.6476218001,37095.3409497001,33238.1523782,31185.8518554,31997.7999747999,17438.7243854999,16739.2273905999,20542.4454223999,3967.42967390008,5992.58992530004,2610.73610709996,4969.15969109991
"368",13239.7823965,15853.4385328,36773.0177265,20362.3436213999,14032.6603252001,10968.5296842,12681.7568163,12289.7228960002,13726.4872634999,11171.7517163999,27938.1693788998,15132.5713241999,23228.6222838999,13581.6958155999,26730.0572979001,11016.9401682999,23717.2271699001,11038.6503854,8910.56910479989,17007.0900692,10959.4895938001,14658.8765872999,11316.3131620001,189501.2049931,37741.2174084001,20689.6368943,12665.4466532001,11662.6066248999,9972.1497204999,8936.2293614,8169.67169590009,5020.51020460006,4524.76524720013,4976.349763,61116.3011568999,7962.34962270005,51299.4329892001,24299.3029906,47139.4413897001,37611.3961102001,33505.3750504,31464.0846377,32210.0520972999,17541.2754109999,16788.0478787999,20856.0285581999,3974.08974050008,6010.59010530004,2614.10614079996,4985.20985159992
"369",13317.633175,15950.7095055,36914.4291406,20472.6647245999,14121.2912115001,11031.5503144,12728.9372881,12328.6132849002,13797.2279708999,11241.3924127999,28034.3003401998,15229.5222936999,23303.2630302999,13639.1263898999,26832.6183235001,11066.3306621999,23832.8583262001,11086.0208591,8949.76949679989,17094.6609449,11005.5200541001,14724.0072385999,11353.4235331001,191696.2969438,38190.0418966,20794.4679426,12776.6077648001,11721.0772095999,10013.9701386999,8995.1799509,8195.46195380009,5038.90038850006,4543.05543010013,4986.5598651,61227.5422692999,7999.36999290005,51721.7472123001,24436.5343629,47841.1084063001,37906.0090563001,33580.6158028,31539.1453883,32418.8841855999,17591.8759169999,16966.4296625999,20886.1988598999,3988.52988490009,6031.58031520004,2624.23624209996,4993.78993739991
"370",13385.2038507,16002.2300207,37087.970876,20543.3054309999,14198.9919885001,11082.2508214,12791.0179089,12395.7239560002,13863.9986385999,11283.2928317999,28145.8914560998,15290.6329047999,23450.4145017999,13685.3168517999,26964.9796471001,11103.7010358999,23925.8692563001,11125.2312512,8978.04977959989,17156.4915632,11067.9406783001,14820.1782002999,11400.0339992001,191891.5888967,38426.6942631,20889.6788947,12839.2283910001,11770.6277050999,10058.5505844999,9028.690286,8239.22239140009,5049.34049290006,4552.15552110013,4997.03996989999,61811.4581083999,8019.47019390005,52136.8813636001,24565.7156547,48224.4822400002,38191.0919071001,33829.8182948,31815.5281521,32487.5748724999,17657.6265744999,17066.6406646999,21022.7102249999,3996.47996440009,6042.76042700004,2628.35628329996,5011.97011919991
"371",13434.4643433,16064.4006424,37254.6125424,20649.7964958999,14261.3326119001,11121.1812107,12866.8186669,12438.9143879002,13919.7491960999,11351.3235120999,28266.2526596998,15383.6738351999,23523.3352309999,13766.8876674999,27171.4817121001,11162.1316201999,24096.3309609001,11199.7719966,9037.31037219989,17292.8429267,11102.2810217001,14870.9787082999,11443.9744386001,195791.9278997,38501.4250104,21077.1707696,12902.0590193001,11826.1582603999,10133.0413293999,9062.8006271,8263.46263380009,5060.81060760006,4560.62560580013,5011.73011679999,62848.5584792999,8041.14041060005,52520.8052028001,24626.9962675,48561.1956071001,38265.7926541001,34325.243249,32069.4906917,32683.2968296999,17709.3770919999,17167.9016772999,21134.7013448999,4007.25007210009,6067.44067380004,2637.25637229996,5027.44027389991
"372",13480.934808,16146.5814641999,37433.5943322,20774.9977478999,14320.6532051001,11195.4819537,12911.0191089,12472.1647204002,13997.1899704999,11394.2939417999,28364.4736418998,15441.4644130999,23632.5063226999,13826.3282618999,27294.0429377001,11223.4622334999,24204.8720463001,11255.0625495,9065.11065019989,17344.6934452,11145.6114550001,14932.1493199999,11503.8750376001,197768.6976672,38713.5671318,21132.711325,12962.7096258001,11920.7192059999,10174.3617425999,9096.5009641,8289.02288940009,5072.58072530006,4575.94575900013,5032.04031989999,63386.9638632999,8062.85062770005,53293.9329340001,24860.8586061,49250.1224963001,38538.0153763001,34403.7840344,32580.5958027,33057.8705753999,17822.1082192999,17261.2526107999,21201.9220170999,4013.90013860009,6079.03078970004,2640.99640969996,5037.63037579991
"373",13551.7955166,16191.9119174999,37691.1969082,20854.5285431999,14368.6036846001,11242.712426,12988.9498882,12513.2651314002,14049.7204957999,11432.9243280999,28491.4349114998,15492.8049264999,23694.6269438999,13880.1087996999,27416.5241625001,11266.2226610999,24306.3130607001,11287.812877,9102.65102559989,17383.1538298,11174.3517424001,15003.7000354999,11536.2253611001,199716.9071491,39163.5416315,21188.6518844,13067.1806705001,11973.5997347999,10217.5121740999,9136.0313594,8329.28329200009,5089.63089580006,4585.43585390013,5050.70050649999,63487.7648712999,8083.85083770005,53382.3938186001,24990.5399029,49331.9133142001,39042.6604227001,34481.0748073,32666.3766605,33136.6913635999,18015.2901510999,17438.8643868999,21531.8153159999,4022.89022850008,6099.60099540004,2646.74646719997,5046.71046659991
"374",13589.6558952,16284.7828461999,37835.2983492,20921.8092159999,14460.1446000001,11270.9527084,13056.0905596,12572.1657204002,14092.3009215999,11481.7948167999,28702.5770228998,15538.1553799999,23867.8986765999,13955.5595541999,27512.7051243001,11323.2332311999,24415.5241528001,11328.2032809,9139.53139439989,17466.3146614,11210.3021019001,15048.1104795999,11613.4861337001,201458.2845627,39238.3623797,21295.8929568,13122.8112268001,12027.3202719999,10258.4025829999,9193.4219333,8354.26354180009,5111.98111930006,4595.08595040013,5059.79059739999,64023.7202307999,8118.08118000004,53480.8248029001,25110.9311068,49422.0442155001,39127.4212703001,34772.8077246,32747.4474712,33209.6720933999,18120.8812069999,17496.2749609999,21562.0656184999,4029.04029000008,6112.38112320004,2650.36650339997,5061.35061299991
"375",13652.9065277,16391.6939152999,38022.9502257,21024.6902447999,14531.2753113001,11317.613175,13106.2710614,12627.9262780002,14129.9312978999,11537.3453722999,28782.4978220998,15624.4862432999,23965.0196477999,14050.2105006999,27748.0074773001,11363.9636384999,24537.6653742001,11378.6837857,9174.56174469989,17588.4258825,11282.9428283001,15135.7313557999,11653.8865377001,205142.4114036,39312.893125,21356.21356,13175.3717524001,12078.9807885999,10331.1933108999,9233.4023331,8395.71395630009,5132.77132720006,4609.33609290013,5079.77079719999,64506.4250577999,8151.49151410004,53574.9857445001,25336.6433639,49510.8351034001,39204.5420415001,35227.0022665,33046.4404611,33437.9043756999,18227.5622737999,17558.4055822999,21739.2873906999,4044.62044580009,6132.24132180004,2655.05655029997,5070.41070359991
"376",13686.3668623,16447.5844741999,38178.9917861,21100.2610004999,14573.0957295001,11383.9738386,13145.0914496,12689.1968907002,14187.1218697999,11597.7059758999,28903.0190272998,15706.8970673999,24047.7804753999,14091.2809113999,27832.2883201001,11396.0439592999,24616.7161647001,11438.6643855,9229.14229049989,17634.6463447,11333.0633295001,15238.8223866999,11711.2171110001,205305.5830353,39561.7156132,21534.4453423,13241.0724094001,12168.5416841999,10373.1837307999,9268.0626797,8431.8543177001,5142.97142920006,4628.42628380013,5095.48095429999,65525.9952533999,8186.58186500004,54033.3703283001,25399.4039915,49918.7691827001,39520.8552046001,35499.2749892,33509.8950956,33786.4878614999,18327.6532746999,17665.8766569999,21777.6677744999,4054.82054780009,6143.81143750004,2658.28658259997,5082.81082759991
"377",13767.3076717,16535.2653509999,38302.8930251,21160.1815996999,14677.2567711001,11470.1147,13216.7721664,12719.1871906002,14259.3125916999,11642.5764245999,29009.3500905998,15804.7680460999,24207.1620691999,14141.6914154999,27954.0095373001,11424.5942447999,24795.3279508001,11476.2647615,9268.64268549989,17709.477093,11370.8337072001,15294.1229396999,11782.6378252001,207513.7651169,39981.9398154,21636.1563594,13300.7330060001,12218.5521842999,10416.6441653999,9314.9831489,8456.6245654001,5160.99160940006,4645.73645690013,5104.92104869999,65631.8263116999,8206.86206780004,54731.7473120001,25458.5745832,50542.7154221001,39983.6898329001,35586.3258597,33604.736044,33999.4899914999,18514.8351464999,17721.0472086999,21805.4880526999,4070.57070530008,6160.87160810004,2668.49668469996,5101.49101439991
"378",13839.2083907,16635.1763500999,38564.3056392,21269.8226960999,14764.7076456001,11513.11513,13264.1026397,12787.6878756002,14347.9234777999,11677.2967717999,29202.4920219998,15860.5686040999,24324.7132446999,14208.3020815999,28067.9506767001,11468.2246810999,24927.7792753001,11545.5854547,9302.58302489989,17765.1976502,11415.3441523001,15376.9437678999,11843.4384332001,207699.6469757,40212.7321233,21703.4370322,13402.0540192001,12266.7326660999,10459.7245961999,9371.6837159,8500.6550057001,5182.38182330005,4653.99653950013,5124.74124689999,65732.8773221999,8248.14248060004,55154.8115426001,25596.0359578,50918.3991789001,40279.4427904001,36146.1314577,33883.3988306,34087.1408679999,18569.9656977999,17890.0588987999,22106.0110578999,4077.27077230008,6186.16186100005,2677.70677679997,5110.21110159991
"379",13880.438803,16719.3471917999,38765.5076512,21397.1839696999,14816.9381679001,11571.7857167,13324.5132438,12823.4282330002,14394.5439439999,11719.4671934999,29337.1133681998,15943.0194285999,24399.8539960999,14283.0728292999,28198.1419786001,11535.3853526999,25030.4703022001,11619.5661945,9361.92361829989,17903.6590348,11483.3948328001,15473.1247296999,11880.7288061001,207861.1185904,40296.9929659,21911.2791106,13464.8946476001,12321.5632143999,10504.8050469999,9421.6742158,8542.27542190009,5192.94192890006,4672.44672400013,5140.09140039999,66319.1531848999,8283.44283360004,56027.7502719001,25810.0080975,51700.1269961001,40370.7137031001,36231.3423098,33974.3997406,34511.2651091999,18627.8962770999,17991.0799089999,22218.2621803999,4085.93085890008,6197.47197410004,2683.32683299997,5128.30128249991
"380",13951.2095107,16771.3077113999,38921.5292114,21503.4650324999,14905.4790533001,11651.7465163,13358.7835865,12880.2688014002,14460.6146046999,11757.6875756999,29434.2943399998,16033.1603299999,24571.4757122999,14370.9437079999,28413.3141303001,11597.1059698999,25177.4717722001,11668.8466873,9403.53403439989,17998.6199844,11532.1653205001,15564.1056394999,11958.6795856001,211203.4220131,40785.9178551,22024.22024,13529.4152928001,12378.5437841999,10575.8557574999,9455.3445525,8583.04582960009,5214.93214880005,4687.65687610013,5149.69149639999,67247.3624668999,8303.66303580004,56132.2513169001,25883.058828,51793.9679345001,40942.9694256001,36517.0851672,34566.6956635,34598.1859783999,18739.5473935999,18051.0505086999,22561.7556152999,4095.14095100009,6222.65222590005,2686.98686959997,5141.85141799991
"381",14025.8602572,16881.0588088999,39133.4513306,21576.3057608999,15002.3600221001,11716.6071649,13431.1243099,12945.0194489002,14542.6854253999,11788.0978797999,29657.8265752998,16085.1408497999,24670.1566990999,14417.3741722999,28516.7751649001,11632.1663204999,25338.7233847001,11747.217471,9466.34466249989,18145.4314525,11566.7556664001,15615.1961503999,12007.5900747001,213181.331792,40870.7187031,22220.822206,13647.0364690001,12465.3646523999,10623.7762366999,9516.3151622,8607.45607370009,5232.86232810005,4696.20696160013,5164.19164139999,67785.7678508999,8344.82344740004,56574.4857392001,26012.0501179,52206.3020578001,41033.3903298001,37035.8003543,34861.34861,34820.4782012999,18799.4779928999,18243.3324314999,22755.3475511999,4101.16101120008,6240.85240790005,2692.03692009996,5151.04150989991
"382",14103.641035,16946.6394646999,39378.0737768,21697.4169719999,15093.6309348001,11755.7575564,13511.8551172,13012.7001257002,14617.5561740999,11862.0786195999,29777.4477714998,16174.4617429999,24854.9085465999,14511.1151096999,28758.8575857001,11687.1368701999,25431.9143166001,11823.0682295,9525.85525759989,18281.9728179,11635.9563584001,15723.5772341999,12089.6708955001,217501.5149934,41129.9812957,22409.024088,13712.1971206001,12522.6752254999,10665.2766516999,9551.1655107,8652.1665208001,5243.81243760005,4715.21715170013,5179.43179379999,67895.4789479999,8382.47382390005,56680.1967963001,26083.0108275,52306.2230570001,41338.0133760001,37536.7253635,35398.2739792,35212.3021194999,18981.7098151999,18351.2835109999,23116.9911675999,4111.12111080008,6252.56252500005,2696.49696469996,5163.11163059991
"383",14141.8014166,17058.5505837999,39522.8452245,21801.3380111999,15141.7914164001,11840.7584064,13554.2655413,13046.2204609002,14660.4066025999,11924.1892406999,30002.2800197998,16278.2727810999,25029.4202916999,14568.2856813999,28890.6289034001,11750.1875006999,25540.1453989001,11901.1590104,9588.39588299989,18427.9742779,11681.7168160001,15788.3578819999,12167.6516753001,219633.2263103,41604.4060399,22607.5760735,13821.3982126001,12575.7657563999,10743.3274321999,9610.21610120001,8677.7967771001,5260.82260770005,4730.03729990013,5193.82193769999,69043.3804268999,8404.07403990004,57503.4550288001,26344.1134385,53041.4604093001,41868.9886857001,38053.080527,35913.659133,35584.6558429999,19087.6308743999,18537.1853699999,23448.0344779999,4119.69119650009,6269.43269370005,2701.30701279996,5177.11177059991
"384",14222.3022216,17165.2416506999,39809.2180882,21869.2686904999,15245.7924564001,11891.2689115,13621.2762114,13112.5211239002,14749.1774902999,11962.1396201999,30212.9121260998,16338.6333846999,25213.2921303999,14669.8666971999,29140.5714028001,11806.4580633999,25735.3373508001,11941.3894127,9641.06640969989,18546.385462,11757.5075739001,15897.1489699,12249.7124959001,219838.6683647,42056.4505603,22799.8879966,13926.3592622001,12675.9267579999,10787.6578754999,9667.8266773,8720.0171993001,5278.57278520005,4738.99738950013,5209.86209809999,69155.5115481999,8439.46439380004,58275.4327485001,26481.1748091,53726.2772574001,42377.2237680001,38558.3455796,36452.1145175,35977.9597759999,19150.6715047999,18715.0371484999,23479.8647962999,4130.62130580009,6280.43280370005,2704.59704569996,5189.68189629991
"385",14271.3827124,17275.8227564999,39975.4397504,22005.0000477999,15307.8030765001,11982.9398282,13697.9169778,13155.5515542002,14804.6380448999,12004.2800415999,30437.2343692998,16438.5143834999,25360.6636040999,14764.9376478999,29376.4537616001,11838.7483862999,25921.3692111001,12006.7700665,9677.72677629989,18629.3462916,11830.1983008001,16001.2400107999,12318.3331821001,223749.7274749,42529.8652944,22906.6490642,14035.3203518001,12731.3173118999,10863.0186290999,9726.5672647,8762.0076192001,5295.39295340005,4753.04753000013,5218.77218719999,69733.5573285999,8475.83475750004,59094.3109372001,26720.0471978,54457.8745733001,42910.6991027001,38849.5784919,36984.1898382,36366.2736590999,19358.7535855999,18901.5990140999,23509.4050916999,4140.28140240009,6299.95299890005,2708.93708909996,5198.16198109991
"386",14355.5535541,17373.6937351999,40248.602482,22084.9208469999,15417.6741752001,12069.5506943,13775.8477571,13228.1022797002,14898.8589870999,12072.7307260999,30629.5462923998,16534.4153424999,25443.1344287999,14865.1586500999,29625.6262533001,11903.2990317999,26097.0209676001,12084.920848,9741.66741569989,18780.1577997,11905.7590564001,16109.1110894999,12358.4935837001,227419.7341746,42778.2177779,23125.5812535,14100.5010036001,12823.9082377999,10936.9493683999,9785.76785670001,8803.9680388001,5313.96313910005,4767.81767770013,5233.92233869999,70834.9583424999,8510.99510910004,59879.4687887001,26948.6394837,55160.1415959001,43433.7943336001,39440.5244013,37282.6828231,36594.1259375999,19471.2147101999,19079.3707917999,23870.5687032999,4146.36146320009,6317.24317180005,2714.77714749996,5212.92212869991
"387",14435.8043566,17429.2042902999,40511.2551085,22216.8121658999,15522.3852223001,12160.521604,13814.9981486,13297.2329710002,14987.6398748999,12121.3212119999,30735.0473473998,16633.3663319999,25627.4162715999,14915.1391498999,29738.6373834001,11945.8194569999,26281.8728161001,12164.7116459,9805.91805819989,18932.5993241,11968.3296821001,16205.7020554,12441.9544183001,227605.8460357,43223.1822275,23347.4634723,14212.3921225001,12913.4091327999,11011.9801186999,9820.1782008,8847.8984781001,5323.96323910005,4781.72781680013,5249.22249169999,71867.3686664999,8531.00530920004,60336.9733637001,27186.3318606,55565.6956514002,43750.1974976001,40031.4203102,37903.3590298,37042.8804250999,19668.4166821999,19186.5418634999,24185.3018505999,4156.43156390009,6333.99333930005,2718.02717999996,5224.91224859991
"388",14518.9851884,17544.1554397999,40781.7478134,22344.0634383999,15631.4163126001,12235.1323501,13895.3789524,13368.8636873002,15081.0408088999,12156.2015607999,30973.4697315998,16727.0272685999,25813.8081354999,14997.0799692999,29944.9294463001,12017.3301720999,26452.8245256001,12239.4923937,9865.73865639989,19072.0007181,12005.8800576001,16260.8426067999,12526.3752625001,231494.9849267,43748.4974806,23555.0955486,14334.2733413001,13005.4400530999,11054.7205460999,9882.83882740001,8872.4187233001,5341.81341760005,4797.22797180013,5264.70264649999,72960.0095927999,8568.28568200005,61259.6525904001,27322.5232225,56394.4339387002,44356.2635582001,40588.7258832,38528.8252844,37496.0349565999,19856.8385663999,19386.9638676999,24362.7636251999,4165.87165830009,6354.09354030005,2722.75722729996,5238.83238779991
"389",14590.1358999,17660.7566057999,41040.3503994,22475.1447491999,15723.7072355001,12277.9327781,13945.3794524,13428.0042787002,15158.9615880999,12224.6622453999,31214.5421422998,16782.1578198999,25986.6698640999,15097.2509709999,30203.3020300001,12085.5908546999,26554.2955403001,NA,NA,NA,12079.2307911001,16375.9637579999,12605.9760585001,235428.9242657,44278.8027836,NA,14458.2045806001,13099.6409950999,11129.3112919999,9947.02946930001,8917.9091782001,5359.79359740005,4805.24805200013,NA,73993.6199287999,8606.47606390005,62191.0319041001,27557.2955702,57236.7223615001,44966.4896604001,NA,39121.0712068,37923.5792319999,20054.4905428999,19590.0158981999,24742.3174206999,NA,6365.26365200005,2727.88727859996,5247.42247369991
"390",14631.1263098,17770.8477066999,41200.3919998,22600.8560062999,15775.5277537001,12368.2536813,14030.1102997,13463.5246339002,15205.2020504999,12269.3126918999,31439.2443892998,16890.0988992999,NA,15198.4319827999,30463.8346353001,12156.5915646999,26759.7475948001,NA,NA,NA,12153.5515343001,16491.7449157999,NA,237617.1261475,44774.8577441001,NA,14576.2457610001,13154.3015416999,11209.7320961999,10008.4500835,8964.00963920011,5377.83377780005,4819.74819700013,NA,74580.6057985999,8645.31645230005,63061.1706054001,27825.5482527,58018.1701759002,45539.3053885001,NA,NA,NA,20247.4024719999,19782.3478214999,25122.3212206999,NA,6384.47384410005,2732.50732479997,5261.61261559991
"391",14715.7871564,NA,41498.9449853,22674.2967406999,15885.3588520001,12459.1745905,14111.041109,13533.5353340002,15301.1530099999,12348.0934796999,NA,16999.4099923999,NA,15292.3129215999,30707.0670676001,12213.8521372999,26967.9596769001,NA,NA,NA,12223.2222310001,16600.9160074999,NA,242190.1118769,NA,NA,NA,13257.4725733999,11291.1629104999,NA,9009.1600907001,NA,4834.46834420013,NA,75808.3380757999,8683.42683340005,NA,28095.1709489,NA,NA,NA,NA,NA,20358.6835847999,NA,25468.5046824999,NA,6404.10404040005,NA,5275.27275219991
"392",14801.6980155,NA,41800.6680025,22815.2781504999,15996.5499639001,12544.325442,14195.241951,13604.1760404002,15395.7439558999,12423.0442291999,NA,17103.4310325999,NA,NA,NA,12248.8124868999,27164.8016453001,NA,NA,NA,NA,NA,NA,246822.2181975,NA,NA,NA,13361.6636152999,11369.8136969999,NA,NA,NA,4849.45849410013,NA,77046.2204544999,NA,NA,28351.1335085,NA,NA,NA,NA,NA,20578.3157810999,NA,NA,NA,6423.82423760005,NA,NA
"393",14882.748826,NA,42088.2908787,22958.1295789999,16101.0010084001,NA,14267.5026736,13670.7267059002,15484.5348437999,12501.2850115999,NA,NA,NA,NA,NA,12317.8831775999,NA,NA,NA,NA,NA,NA,NA,251154.0215151,NA,NA,NA,13462.0246188999,NA,NA,NA,NA,NA,NA,78205.3520456999,NA,NA,NA,NA,NA,NA,NA,NA,20799.9479973999,NA,NA,NA,NA,NA,NA
"394",NA,NA,NA,23094.6909445999,NA,NA,14309.6930955,NA,NA,12561.9856185999,NA,NA,NA,NA,NA,12387.8038767999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21008.3100809999,NA,NA,NA,NA,NA,NA
"395",NA,NA,NA,NA,NA,NA,14393.7339359,NA,NA,12599.7859965999,NA,NA,NA,NA,NA,12453.1045297999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396",NA,NA,NA,NA,NA,NA,14479.1947905,NA,NA,12673.2567312999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",NA,NA,NA,NA,NA,NA,14559.8555971,NA,NA,12747.9074777999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",NA,NA,NA,NA,NA,NA,NA,NA,NA,12816.6981656999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
