"no_of_test","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51"
"63",1789.55789540001,2106.6510663,3998.84998809999,2340.85340829999,1796.39796380001,1544.86544849999,1636.8463683,1553.97553960003,1913.80913789999,1660.80660789999,3643.52643489997,1906.27906259999,3078.95078919998,1938.69938679998,3498.42498390002,1563.64563629999,2805.95805930002,1753.3475333,1402.15402139998,2717.6171759,1619.57619560001,2010.8701085,1761.53761520001,17127.4512728,5157.95157900001,2901.76901739999,1948.30948290002,1554.95554939999,1364.79364779999,1243.1224311,1099.80099790001,701.287012800008,657.656576500025,689.286892799994,8754.88754800001,1103.51103500001,6693.61693550001,3380.91380879999,6323.31323250001,5164.23164180001,5113.551135,4380.36380319999,4426.87426829999,2481.91481889998,2458.75458729999,2887.80887779998,536.365363600008,729.98729980001,374.683746799993,643.516435099989
"64",1812.35812340001,2164.3016428,4047.32047279999,2374.03374009999,1813.00812990001,1575.00574989999,1661.8366182,1576.75576740003,1934.73934719999,1705.61705599999,3706.13706099997,1924.10924089999,3114.86114829998,1953.32953309998,3536.77536740002,1587.16587149999,2832.71832690001,1784.3578434,1445.58445569999,2810.20810179999,1633.97633960001,2058.4005838,1817.41817400001,18373.18373,5257.05257000001,2926.49926469999,2014.45014430002,1586.51586499999,1378.34378329999,1266.8926688,1109.66109650001,709.747097400007,675.246752400028,697.626976199992,8903.33903250001,1115.93115920001,6783.08783020002,3436.65436619999,6406.27406210001,5230.44230390001,5173.2917324,4414.3841434,4492.04491999999,2510.07510049998,2513.42513399999,2918.81918789998,541.795417900008,747.07747070001,379.323793199992,658.196581899989
"65",1832.20832190001,2184.0718405,4130.64130599999,2426.00425979999,1865.08865070002,1603.04603029999,1686.8768686,1614.37614360002,1960.44960429999,1725.74725729999,3805.50805469998,1957.97957959999,3196.72196689998,1974.99974979998,3606.49606460002,1609.26609249999,2883.69883670001,1836.5983658,1461.12461109999,2894.37894349999,1655.65655640001,2087.7108769,1871.58871570001,18725.2172503,5447.6244757,3034.91034879999,2032.51032490002,1602.76602749999,1405.34405329999,1306.5830657,1131.53131520001,719.507195000007,692.386923800026,705.367053599992,9171.63171540001,1136.74136730001,7008.37008300002,3504.82504789999,6653.92653860001,5295.61295560002,5322.7032265,4568.97568929999,4554.17554129999,2535.64535619998,2603.34603319999,2997.60997579998,548.515485100008,756.157561500007,384.053840499995,673.656736499988
"66",1859.26859250001,2218.6621864,4186.5518651,2461.23461209999,1887.47887460002,1654.87654859999,1721.1072109,1637.81637800002,2009.43009409999,1742.40742389999,3902.78902749998,1982.48982469999,3231.61231579998,2025.85025829998,3724.27724240001,1630.09630079999,2917.54917520002,1851.4685145,1472.81472799999,2922.50922479999,1679.17679160001,2134.321343,1887.15887140001,19422.3742218,5522.9052285,3137.23137199999,2096.13096110002,1635.47635459999,1433.31433299999,1321.6532164,1150.55150540001,727.697276900006,699.206992000029,722.127221199992,9321.32321230001,1149.04149030001,7097.35097280002,3583.46583429999,6739.80739740001,5480.47480420001,5482.0948204,4611.7961175,4698.95698909999,2558.74558719998,2628.37628349999,3044.53044499998,558.265582600009,773.047730400006,391.393913899995,681.806817999988
"67",1904.1790416,2274.34274319999,4259.4225938,2487.69487669999,1917.53917520002,1667.24667229999,1744.24744230001,1654.60654590002,2034.74034719999,1765.70765689999,3941.38941349997,2033.23999999998,3309.36309329998,2073.25073229998,3839.29839260001,1664.23664219999,2981.39981370002,1864.8386482,1483.51483499999,2945.229452,1719.32719310001,2159.77159749999,1937.41937400001,19802.6280243,5710.2371018,3244.91244879999,2116.66116640002,1654.03654019999,1448.4344842,1334.6033459,1162.52162510001,734.667346600005,705.977059700028,729.937299299995,9575.44575350001,1183.75183740001,7286.34286270002,3635.24635209999,6962.93962870001,5545.76545710001,5543.5954354,4751.7575171,4831.92831879999,2614.97614949998,2713.28713259999,3121.00120969998,565.635656300009,782.820000000005,395.763957599992,691.036910299988
"68",1948.01948,2293.51293489999,4377.92,2524.51524489999,1964.67964660002,1685.48685469999,1761.71761700001,1671.01671000002,2076.40076379999,1803.75803739999,3980.11980079997,2033.26033239998,3344.60344569998,2124.49124469998,3870.08870050001,1682.92682909999,3081.43081400002,1913.5891357,1526.49526479999,2976.5697654,1740.83740820001,2203.52203499999,1957.58957570001,20318.6331843,5783.4778342,3268.78268749999,2174.62174600002,1705.24705229999,1495.99495979999,1347.713477,1194.46194450001,751.607516000005,711.987119800031,737.077370699994,9845.01844920001,1194.79194780001,7489.55489480002,3749.56749529999,7171.67171600001,5717.57717520002,5595.0259497,4901.2690122,4972.86972819999,2664.86664839998,2740.08740059999,3151.17151139998,572.29572290001,782.827828200005,400.614006099993,705.627056199988
"69",1970.5797056,2318.6031858,4377.9637792,2584.57999999999,1981.41981400002,1732.68732669999,1810.5681055,1694.06694050002,2102.70102679999,1818.86818849999,4023.50023459997,2050.83050809998,3418.28418249998,2145.39145369998,3900.93900900001,1716.64716629998,3106.87106840002,1935.6993568,1567.78567769998,3057.3505732,1755.22755210001,2221.19221169999,2010.53010510001,21477.2247701,5845.3284527,3295.92295889999,2236.22236200002,1735.60735589999,1510.87510859999,1386.3538634,1223.78223770001,766.417664100005,728.167281600031,751.717517099994,9986.3598626,1228.52228510001,7579.92579850002,3793.48793449999,7241.01240940001,5901.74901690002,5649.8664981,4938.7393869,5033.90033849999,2761.29761269998,2818.91818889999,3215.00214969998,579.975799700009,799.147991400007,406.824068199994,714.397143899989
"70",2011.1801116,2337.66337639999,4424.644246,2584.60584579999,2026.45026430002,1745.40745389999,1838.2783826,1728.59728580002,2121.73121709999,1839.28839269999,4113.25113209997,2101.43101409998,3456.31456279998,2159.92159899998,3939.22939190001,1748.49748479999,3200.34200310002,1987.60987589999,1611.63611619998,3080.6908066,1769.31769300001,2267.92267899999,2023.86023840001,21799.7079949,6020.43020370001,3318.20318169999,2256.28256260002,1783.78783769999,1558.46558449999,1402.8540284,1234.53234520001,774.147741400003,743.697436900031,760.447604399993,10139.0213892,1242.43242420001,7658.33658260002,3842.76842729999,7323.86323790001,5968.57968520002,5712.1171206,4970.7297068,5090.07090019998,2787.01786989998,2902.84902819999,3283.28283249998,588.25588250001,809.188091800007,411.304112999995,721.987219799988
"71",2028.4602844,2387.5038748,4469.3346929,2609.75609729999,2043.36043340002,1788.93788919999,1861.4286141,1761.54761530002,2159.47159449999,1875.13875119999,4209.04208999997,2126.00125979998,3533.90533869998,2175.48175459998,4042.56042520001,1770.86770849999,3234.43234400002,2003.1900317,1623.14623129998,3107.03106999999,1809.26809250001,2286.1828616,2039.08039060001,22582.4158219,6096.27096210001,3350.07350039999,2272.84272820002,1801.21801199998,1571.89571879999,1437.9243791,1265.12265110001,789.807898000003,751.727517200028,768.087680799994,10262.3126221,1254.29254280001,7746.36746290002,3958.41958379999,7545.32545250001,6023.54023480001,5768.0276797,5009.3800933,5150.43150379998,2874.62874599998,2924.45924429999,3315.22315189998,595.395953900012,817.858178500009,416.014160099995,729.617296099986
"72",2070.6407062,2442.1844216,4526.7352669,2644.11644089999,2065.35065330002,1836.04836029999,1904.7690475,1777.42777410002,2178.75178729999,1912.98912969999,4243.58243539997,2173.46173439998,3564.78564749999,2198.79198769998,4072.41072370001,1804.22804209999,3258.31258280002,2017.16017139999,1636.01635999998,3192.1019207,1847.37847360001,2303.7630374,2063.09063070001,23324.23324,6282.91282850001,3376.46376429999,2291.70291680002,1816.18816169998,1612.81612799999,1474.3747436,1274.76274750001,798.747987400009,758.377583700031,783.637836299995,10394.503944,1266.05266040001,7832.81832740002,4006.51006469999,7627.56627490001,6085.67085610002,5843.49843439999,5053.5305348,5212.64212589999,2900.47900449998,2947.7094768,3342.08342049998,603.826038200011,826.338263300009,422.784227799996,742.427424199988
"73",2088.5408852,2460.9546093,4635.346353,2670.17670149999,2112.50112480002,1853.9685395,1921.0292101,1811.70811690002,2219.53219509999,1928.63928619999,4276.32276279997,2190.89190869998,3592.61592579999,2215.12215099998,4182.75182710001,1821.10821089999,3342.78342750002,2042.26042239999,1654.23654219998,3231.8923186,1887.23887220001,2321.8932187,2076.82076800001,23782.3078207,6346.79346730001,3406.41406379999,2313.40313380002,1833.49833479998,1625.75625739999,1488.3348832,1285.62285610002,806.318063100008,766.987669800033,793.497934899996,10514.7651466,1297.26297250001,7913.23913160002,4055.71055669999,7699.53699460002,6152.24152180001,5909.9790992,5089.6908964,5267.47267419999,2980.82980799998,2979.10979079999,3379.30379269998,612.326123200012,840.388403800011,428.224282199993,755.697556899987
"74",2105.2910527,2480.0548003,4678.1367809,2725.88725859999,2129.31129290002,1866.1286611,1961.6496163,1827.82827810002,2237.41237389999,1943.28943269999,4320.41320369997,2241.45241429998,3630.12630089999,2230.14230119998,4213.23213190001,1837.17837159998,3436.01435980002,2070.57070549999,1672.33672319998,3267.9526792,1901.27901260002,2348.8634884,2093.21093190002,24518.2351799,6417.45417390001,3436.43436399999,2331.60331580003,1877.01876999998,1669.36669349999,1500.2450023,1298.70298690001,815.538155300009,775.617756100039,802.358023499997,10697.45,1329.97329960001,8018.98018900002,4162.67162629999,7778.72778650002,6212.68212620001,5977.5797752,5141.98141929999,5340.41340359999,3065.90065869998,3008.930089,3407.15407119998,620.646206400012,851.258512500012,433.794337899993,763.857638499985
"75",2121.87121849999,2506.5550653,4721.0072096,2750.43750409999,2146.84146820003,1879.918799,1977.9897797,1843.92843910002,2254.98254959999,1958.42958409999,4362.54362499997,2267.49267469998,3660.16660129999,2253.38253359998,4254.52254480001,1852.24852229998,3460.17460140002,2098.36098339999,1685.48685469998,3298.6629863,1916.07916060001,2375.623756,2116.21116190002,25243.5824333,6510.54510480001,3469.20469169999,2357.22357200003,1922.55922539998,1683.69683679999,1517.7251771,1313.26313250001,825.208252000009,783.677836700039,812.078120699998,10697.5569745,1345.86345850001,8115.06114980002,4207.67207629999,7878.94878870002,6289.84289780001,6048.9204886,5187.37187319999,5408.16408109999,3086.68086649997,3034.830348,3436.43436399998,630.786307800013,860.508605000014,439.264392599994,773.187731799982
"76",2146.2314621,2533.0053298,4818.4781843,2774.91774889998,2170.66170640003,1892.2989228,1994.4499443,1867.49867480003,2281.91281889999,1979.75979739999,4397.03396989996,2285.15285129998,3695.63695599998,2286.28286259998,4285.84285800002,1867.33867319998,3484.55484520002,2114.68114659999,1706.53706519998,3345.5534552,1938.21938200001,2409.9840996,2143.24143220002,25670.4267017,6589.54589480001,3503.63503599999,2380.26380240003,1939.72939709998,1701.02701009999,1533.7353372,1324.01324000002,834.98834980001,794.527945200039,823.728237199999,10978.0597795,1359.80359790001,8213.31213230002,4321.38321339999,7966.16966090002,6362.08362020001,6116.3311627,5237.81237759999,5477.28477229999,3110.18110149997,3066.7906676,3477.49477459998,641.266412600012,875.538755300013,445.354453499993,783.267832599981
"77",2170.11170089999,2570.5957057,4925.3192527,2824.67824649998,2188.29188270003,1912.3391232,2018.39018370001,1890.61890600003,2307.98307959999,2000.47000449999,4464.99464949996,2302.68302659998,3755.69755659999,2319.34319319998,4326.09326050002,1890.38890369998,3521.68521650002,2139.18139159999,1727.24727229998,3392.433924,1960.68960670001,2428.4642844,2170.67170650002,26687.5068724,6672.32672260001,3536.53536499999,2405.24405220003,1959.94959929998,1719.32719309999,1549.815498,1337.29337280002,846.848468400009,804.808048000039,834.928349199999,11257.7225761,1374.87374860001,8356.71356630002,4385.38385339999,8054.97054890002,6435.30435240001,6271.4227136,5301.89301839999,5571.22571169999,3138.61138579997,3097.1709714,3516.42516389998,649.73649730001,887.638876300012,451.974519699991,792.767927599981
"78",2187.93187909999,2607.7360771,4985.7098566,2878.86878839998,2211.83211810002,1931.819318,2060.95060930001,1921.13921120003,2326.15326129999,2015.97015949999,4499.31499269996,2328.28328259998,3820.94820909999,2335.61335589998,4383.82383780002,1912.20912189998,3557.14557110002,2166.76166739999,1749.61749599998,3440.8244079,1975.52975510001,2462.7546273,2198.10198080001,27146.471462,6757.11757050001,3640.21640179999,2434.71434690003,1982.73982719998,1737.46737449999,1568.3456833,1355.07355060002,858.128581200009,816.788167800041,846.4284642,11409.0340892,1391.36391350001,8503.92503840002,4440.80440759999,8190.17190090002,6503.88503820001,6294.9429488,5364.33364279999,5663.89663839999,3162.88162849997,3131.6013157,3563.06563029998,660.996609900011,898.468984600009,458.414584099991,802.708026999982
"79",2221.7122169,2627.0662704,5042.7004265,2914.56914539998,2245.40245380002,1960.0396002,2076.9807696,1952.10952090003,2359.34359319999,2048.21999999998,4572.96572919996,2347.10347079998,3858.62858589999,2368.08368059998,4443.37443330002,1928.12928109998,3583.38583350002,2196.45196429999,1770.60770589998,3481.8048177,2006.52006500001,2496.2349621,2247.79247770001,28240.4124013,6838.11838050001,3674.35674319999,2464.67464650003,2004.99004969998,1756.00755989999,1585.9658595,1369.43369420002,873.408734000009,832.388323800041,861.8186181,11560.8756076,1406.94406930001,8702.82702740002,4497.77497729999,8326.58326500002,6682.15682090001,6373.7237366,5509.83509779999,5801.03800979999,3195.48195449998,3163.9816395,3601.61601579997,671.32671320001,909.879098700009,465.614656099991,815.088150799981
"80",2256.9625694,2664.5966457,5088.3408829,2949.08949059998,2279.14279120002,1974.0797406,2100.3310031,1968.07968060003,2394.64394619999,2048.24048219998,4634.86634819996,2383.47383449998,3914.22914189998,2401.35401329998,4501.75501710002,1957.96957949998,3633.99633960002,2223.4722345,1812.03812019998,3497.0549702,2036.55036530001,2540.7754075,2276.09276070001,29415.4141512,7019.34019270001,3713.41713379999,2524.00523980003,2026.27026249998,1776.85776839999,1621.4762146,1386.75386740002,886.458864500008,843.228432200041,874.448744399997,11825.8782576,1425.09425080001,8857.47857390002,4566.02565979999,8541.64541560002,6747.61747550001,6441.3244126,5581.92581869999,5823.17823119999,3225.70225669997,3203.12203089999,3650.20650169997,680.986809800011,923.80923800001,472.20472199999,826.728267199981
"81",2289.8628984,2701.727017,5163.6716362,2974.76974739998,2324.53324510002,2002.4700245,2116.9311691,1998.63998620003,2426.72426699999,2082.08999999998,4696.86696819996,2419.12419099997,3967.45967419998,2450.37450349998,4558.97558930002,1989.24999999998,3686.27686240002,2244.77244749999,1832.27832259998,3580.335803,2066.36066340001,2575.2857526,2303.24303220001,30084.8708457,7109.22109150001,3745.29745259999,2557.70557680003,2052.00051979998,1796.49796479999,1640.2264021,1406.25406240002,898.398983900009,853.548535400042,885.598855899999,12116.68,1457.39457380001,8979.95979870002,4634.92634879999,8683.00682920002,6821.85821790001,6504.7550469,5644.48644429999,5922.89922839999,3256.74256709998,3284.64284609999,3702.15702119997,693.076930700011,938.419384100009,478.41478409999,834.798347899981
"82",2322.6332261,2738.5673854,5241.6824163,3023.19023159998,2357.71357690002,2047.5804756,2149.0414902,2029.48029460003,2464.58464559999,2082.11082089998,4788.69788649996,2455.12455099998,4041.99041949998,2482.73482709998,4662.79662750002,1989.26989249998,3736.98736950002,2273.50273479999,1854.22854209998,3620.4662043,2096.44096420001,2608.7860876,2331.84331820001,31320.2831997,7186.36186290001,3783.81783779999,2586.60586580003,2076.50076479998,1820.20820189999,1661.2566124,1422.44422430002,911.979119700011,865.51865510004,897.088970799999,12116.8011668,1473.76473750001,9098.27098180002,4697.89697849999,8798.58798500002,6887.63887570001,6600.2460018,5702.54702489999,6005.90005839999,3294.57294539998,3319.04319009999,3768.61768579997,704.257042500014,948.169481600009,484.784847799991,847.60847599998
"83",2363.423634,2789.4478942,5314.7631471,3072.83072799998,2391.79391770002,2075.4507543,2180.6618064,2063.58063560003,2497.81497789999,2112.02111999998,4854.08854039996,2503.77503749998,4096.00095959998,2515.79515769997,4720.82720780002,2020.51020489998,3757.57757540002,2321.35321329999,1872.04872029997,3663.0066297,2135.06135040001,2642.5064248,2354.57354550001,32492.6849236,7208.22208150001,3830.49830459999,2609.16609140003,2105.14105119998,1841.14841129998,1683.9668395,1452.16452150002,923.289232800012,877.678776700037,910.1691016,12354.6935457,1489.54489530001,9227.74227650002,4769.80769759999,8917.64917560002,6950.32950260001,6672.1567209,5771.77771719999,6090.72090659999,3331.33331299998,3351.06351029999,3810.55810519997,712.197121900014,966.879668700009,491.974919699984,860.408603999981
"84",2396.3139629,2826.4982647,5388.7738872,3121.06121029998,2424.76424740002,2104.321043,2212.0321201,2094.06094040003,2530.95530929999,2143.17143149998,4917.73917689996,2539.66539639998,4151.93151889998,2542.76542739997,4746.46746420002,2048.92048899998,3846.06846030002,2343.08343059999,1881.88881869997,3687.0868705,2164.65164630001,2675.426754,2377.17377150001,33339.8433951,7281.64281570001,3844.86844829999,2636.77636750003,2130.48130459997,1883.16883149998,1704.93704919999,1470.07470060002,936.249362400012,883.708837000037,922.8292282,12589.0958897,1498.33498320001,9353.38353290001,4802.33802289999,9036.75036660002,7051.71051640001,6715.8271576,5839.6683961,6181.87181809999,3346.52346489997,3389.36389329999,3850.96850929998,725.037250300013,982.519825100011,499.684996799986,871.358713499983
"85",2428.1142809,2857.4585743,5424.3642431,3168.81168779998,2458.53458510002,2131.9613194,2243.9324391,2124.76124740003,2562.37562349999,2179.51179489998,4977.40977359996,2574.90574879998,4203.70203659998,2556.40556379997,4804.18804140002,2078.42078399998,3894.88894850002,2362.78362759999,1897.79897779997,3721.7572172,2194.09194070001,2716.3071628,2397.84397820001,34218.6521831,7394.41394340002,3870.90870869999,2668.97668950003,2174.70174679997,1902.66902649998,1715.20715189999,1486.62486610002,948.349483400012,890.348903400036,929.6892968,12825.9982587,1513.99513980001,9407.44407350001,4913.58913539999,9153.02152930002,7124.71124640001,6742.8974283,5881.4788142,6271.60271539999,3388.58388549998,3431.69431659999,3898.99898959998,736.177361700013,995.739957300012,507.285072799985,884.478844699983
"86",2454.1745415,2894.1989417,5525.9152586,3216.41216379998,2486.15486130002,2160.1716015,2285.2028518,2149.18149160003,2592.43592409999,2209.94209919999,5028.29028239996,2610.69610669998,4245.41245369998,2583.16583139997,4852.77852730002,2107.34107319998,3934.84934810002,2374.75374729999,1915.96915949997,3761.9576192,2218.02218000001,2732.6873266,2409.42409400001,35075.6207527,7478.37478300002,3919.06919029999,2700.22700200003,2198.73198709997,1926.13926119998,1732.52732509999,1506.06506050002,962.009620000013,901.280000000036,942.909428999998,13054.36,1531.90531890001,9437.82437730001,4977.03976989999,9181.25181160002,7166.87166800001,6853.668536,5904.05904,6311.98311919999,3471.47471439998,3459.92459889999,3947.81947779997,747.807478000013,1010.18010170001,514.395143899985,895.088950799985
"87",2480.8948087,2925.7192569,5600.1060005,3268.06268029998,2501.26501240002,2183.7918377,2316.3731635,2174.56174540003,2629.54999999999,2239.36239339998,5083.03082979996,2627.35627329998,4291.22291179998,2610.41610389997,4901.64901600002,2135.48135459998,3983.27983240003,2396.14396119999,1933.53933519997,3802.2480221,2230.54230520001,2767.2476722,2432.35432330001,35527.4252707,7519.63519560002,3962.02961989999,2733.36733340003,2226.96226939997,1951.21951199998,1755.51755499999,1525.33525320002,969.019690100013,901.289012800036,955.249552399998,13054.4905436,1550.89550880001,9582.57582480001,4995.74995699999,9234.93234840002,7190.86190790001,6957.6095754,5975.7397568,6410.51410449999,3508.19508159998,3475.78475749999,4001.56001519997,754.637546300013,1022.96022950001,518.905188999985,907.229072199985
"88",2509.5050948,2946.8694684,5672.0867203,3315.02314989998,2529.77529750002,2209.7320971,2347.3634734,2199.12199100003,2629.57629549999,2262.99262969998,5114.79114739996,2660.05660029998,4318.80318759998,2637.67637649997,4950.04950000002,2157.58157559998,4031.45031410003,2417.88417859999,1950.72950709997,3827.4582742,2256.43256410001,2803.1080308,2455.11455090001,36472.6147225,7648.73648660002,4004.53004489999,2746.36746340003,2255.10255079997,1970.06970049998,1772.97772959999,1544.67544660002,981.809818000013,913.539135300036,966.979669699998,13329.17,1570.45570440001,9719.10719010001,5064.45064399999,9373.00372910002,7303.09303020001,7063.570635,6042.3704231,6507.95507889999,3542.86542829998,3521.41521379999,4036.86036819997,765.817658100013,1037.51037500001,526.245262399984,920.589205799983
"89",2529.3352931,2979.8897986,5736.157361,3357.64357609998,2558.36558340002,2220.9522093,2373.1537313,2214.80214780003,2650.72650699998,2295.10999999998,5172.21172159996,2691.00690979998,4369.81369769998,2665.05665029997,4998.94998900002,2180.64180619997,4073.24073200003,2438.76438739999,1961.44961429997,3844.1084407,2280.98280960001,2839.7583973,2478.24478220001,37722.9972262,7781.43781360002,4021.59021549999,2778.16778140003,2278.92278899997,1980.87980859998,1794.12794109999,1553.93553920002,993.979939700013,925.059250500036,974.399743899999,13329.3032917,1588.60588590001,9856.98856890001,5135.70135649999,9500.17500080002,7411.14411070001,7152.8015273,6103.8410378,6604.53604469999,3583.89583859998,3562.73562699999,4061.74061699997,777.147771400016,1053.70053690001,533.285332799984,929.199291899984
"90",2552.02552,3014.0401401,5798.0179796,3403.19403159998,2586.64586620002,2244.5924457,2399.523995,2239.88239860003,2683.26683239998,2295.13295109998,5210.77210719996,2722.60722579998,4404.63404589998,2679.84679819997,5049.41049360002,2208.06208039997,4115.82115780003,2459.25459229999,1976.35976339997,3882.6988266,2305.01304990001,2874.36874339999,2490.52490500001,38989.9698958,7807.73807660002,4064.19064149999,2807.19807170003,2307.94307919997,2006.21006189998,1813.86813849999,1571.83571820002,1002.30002290001,935.969359600036,986.649866399997,13587.8758774,1598.52598510001,9913.31913220001,5211.76211709998,9631.21631120002,7517.03516960001,7182.0218195,6142.90142839999,6646.56646499999,3624.67624639997,3602.94602909999,4110.06110019997,788.257882500018,1070.96070950001,540.855408499984,943.079430699984
"91",2580.1158009,3035.8803585,5864.5186446,3446.45446419998,2615.72615700002,2268.822688,2426.0842606,2265.48265460003,2719.73719709998,2309.83309809998,5273.46273409996,2755.66755639998,4460.32460279998,2707.30707279997,5075.63075580002,2228.43228409997,4160.43160390003,2472.08472059999,1993.81993799997,3916.539165,2330.45330430001,2908.9190889,2513.12513100001,39225.0522466,7930.14930070002,4081.06081019999,2822.06822040003,2320.75320729997,2029.72029699998,1825.54825529999,1588.81588800002,1015.03015020001,947.409474000037,994.279942699997,13652.1765204,1615.86615850001,9963.26963170001,5280.42280369998,9685.62685530002,7545.67545600001,7268.8226875,6169.4816942,6672.48672419999,3653.39653359997,3620.97620939999,4133.73133689997,795.547955400019,1081.33081320001,545.795457899985,956.219562099984
"92",2609.926099,3067.8206779,5933.6293357,3471.33471299998,2644.78644760002,2292.7529273,2441.7644174,2291.02291000003,2758.41758389998,2335.61335589997,5326.79326739995,2789.30789279998,4505.92505879998,2728.08728059997,5106.84106790002,2253.25253229997,4181.46181420003,2492.67492649999,2010.71010689997,3942.9494291,2354.32354300001,2925.4892546,2531.82531800001,40513.9151351,7956.29956220002,4120.37120329999,2850.96850940003,2346.94346919997,2051.46051439998,1846.10846089999,1599.51599500002,1022.62022610001,958.389583800037,1006.0200601,13688.3168818,1626.34626330001,9998.69998600001,5302.14302089999,9717.90717810002,7640.36640290001,7315.4231535,6232.60232539999,6755.83755769999,3696.33696299997,3659.75659719999,4162.00161959997,802.418024100018,1090.99090980001,552.995529899986,964.269642599984
"93",2637.4363741,3100.9010087,5970.2397018,3516.76516729998,2673.35673330002,2304.6730465,2468.5346851,2316.62316600003,2791.39791369998,2363.06999999997,5383.11383059995,2806.07806049998,4556.22556179998,2755.39755369997,5156.67156620002,2279.50279479997,4228.04228000003,2513.23513209999,2026.31026289997,3976.0497601,2367.23367210001,2950.3195029,2552.60552580001,40606.3360593,8064.86064780002,4148.78148739999,2865.91865890003,2371.93371909997,2063.68063659998,1865.52865509999,1609.85609840002,1034.69034680001,965.209652000037,1018.1601815,13727.1172698,1644.37644360001,10121.0612096,5371.70371649998,9828.86828770002,7691.76691690001,7367.1236705,6290.35290289999,6784.74784679999,3735.11735079997,3677.05677019999,4209.02208979997,813.958139500019,1107.46107450002,557.585575799987,977.159771499984
"94",2655.02655,3127.931279,6040.6004054,3562.42562389998,2689.03689010002,2322.0432202,2495.8749585,2332.06332040003,2825.90825879998,2363.09363069997,5439.34439289995,2830.40830379998,4605.47605429997,2778.17778149997,5206.44206390002,2303.41303389997,4258.90258860003,2533.43533409999,2043.18043159997,4005.6500561,2392.28392260001,2989.6898966,2573.57573550001,41523.4752306,8175.03174950002,4173.43173389999,2892.85892830003,2398.94398919997,2086.20086179998,1884.78884769999,1628.09628080002,1042.89042880001,973.839738300039,1031.2403123,14001.740016,1661.20661190001,10247.6924759,5393.01392959998,9863.09863000002,7720.75720680001,7407.6240755,6318.55318489999,6867.30867239999,3771.67771639997,3713.25713219999,4244.02243979997,822.308223000018,1123.40123390001,565.025650199986,990.099900899984
"95",2682.5168249,3163.3216329,6092.7109265,3607.12607089998,2710.97710950002,2346.4734645,2522.3852236,2355.53000000003,2845.74845719999,2392.34392319997,5493.75493699995,2863.53863509998,4637.71637669998,2804.92804899997,5241.45241400002,2320.24320219997,4302.86302820003,2556.40556379999,2060.45060429997,4032.5703253,2412.55412530001,3015.5701554,2594.99594970001,42496.2949587,8205.59205510002,4205.09205049999,2917.03917010003,2413.27413249997,2098.25098229998,1895.82895809999,1644.83644820002,1055.43055420001,985.340000000039,1040.8804087,14042.740426,1677.93677920001,10283.8528375,5456.93456879998,9975.30975210002,7814.27814200001,7440.1644009,6370.13370069999,6896.83896769999,3790.08790049997,3744.08744049999,4285.69285649997,835.008350000017,1142.21142200002,570.685706799985,999.989999799982
"96",2706.5970657,3190.0919006,6159.9115985,3652.83652799998,2738.87738850002,2370.0737005,2537.4853746,2355.55355530003,2876.09876069999,2417.90417879997,5532.77532719996,2896.53896509998,4679.80679759997,2832.14832119997,5287.63287580002,2345.23345209997,4335.40335360003,2578.28578259999,2076.61076589997,4057.8105777,2433.76433740001,3051.0405101,2614.39614370001,42596.825964,8249.48249400002,4224.53224489999,2943.84943820003,2438.01437989997,2119.03119009998,1916.74916729999,1662.09662080002,1068.92068910001,985.349853400039,1049.1704916,14253.9125377,1691.43691420001,10351.3735127,5519.10519049998,10023.0502295,7859.19859120001,7469.33469259999,6415.22415159999,6933.74933679999,3827.30827269997,3769.05769019999,4328.39328349997,842.258422500016,1154.47154460001,578.405783999984,1012.58012569998
"97",2734.5173449,3224.132241,6210.6421058,3678.36678329998,2762.07762050002,2396.1039608,2564.6556463,2379.76379740003,2917.05917029998,2443.88443859997,5570.78570729995,2928.75928729998,4711.99711949997,2853.13853109997,5332.67332620002,2372.06372039997,4379.03378990003,2591.10591079999,2087.56087539997,4075.3207528,2459.69459670001,3075.85075819999,2626.59626570001,42700.3569993,8288.49288410002,4242.09242049999,2964.40964380003,2452.85452829997,2139.69139669998,1931.97931959999,1681.00680990002,1078.62078610002,997.659976500039,1056.7405673,14469.0246888,1709.44709430001,10392.8139271,5549.66549609998,10084.8808478,7900.08900010001,7521.04520969999,6447.08447019999,6981.93981869999,3861.72861689997,3803.10803069999,4365.44365399997,849.528495200018,1169.81169800002,583.315833099984,1026.30026289998
