"data";"workflow";"accuracy"
"o22";"w201";0.689074166
"o22";"w208";0.825416169
"o22";"w204";0.6632793
"o22";"w207";0.784667846
"o22";"w202";0.771934556
"o22";"w206";0.824845114
"o22";"w205";0.778731494
"o22";"w211";0.740811546
"o22";"w209";0.507917271
"o22";"w216";0.802779244
"o22";"w212";0.51132695
"o22";"w215";0.681101487
"o22";"w210";0.723837775
"o22";"w214";0.717893417
"o22";"w213";0.728642585
"o22";"w219";0.74816769
"o22";"w217";0.596496544
"o22";"w224";0.803343894
"o22";"w220";0.626773059
"o22";"w223";0.771652711
"o22";"w218";0.740816991
"o22";"w222";0.785233457
"o22";"w221";0.749869006
"o22";"w227";0.753827642
"o22";"w225";0.57639686
"o22";"w232";0.831357325
"o22";"w228";0.557171536
"o22";"w231";0.737126108
"o22";"w226";0.759485352
"o22";"w230";0.710239094
"o22";"w229";0.769956199
"o22";"w19";0.738554867
"o22";"w17";0.558047496
"o22";"w24";0.80051584
"o22";"w20";0.598475221
"o22";"w23";0.689028687
"o22";"w18";0.720156821
"o22";"w22";0.73288819
"o22";"w21";0.735729375
"o22";"w235";0.769964846
"o22";"w233";0.582903307
"o22";"w240";0.832205421
"o22";"w236";0.655919633
"o22";"w239";0.783252858
"o22";"w234";0.782123238
"o22";"w238";0.831353482
"o22";"w237";0.793443782
"o22";"w243";0.752979866
"o22";"w241";0.547823903
"o22";"w248";0.816925921
"o22";"w244";0.542455084
"o22";"w247";0.684496433
"o22";"w242";0.747601759
"o22";"w246";0.740243693
"o22";"w245";0.756370328
"o22";"w251";0.757797167
"o22";"w249";0.631553527
"o22";"w256";0.82032407
"o22";"w252";0.63894266
"o22";"w255";0.793725627
"o22";"w250";0.762880618
"o22";"w254";0.799945425
"o22";"w253";0.775049259
"o22";"w259";0.765145944
"o22";"w257";0.582627227
"o22";"w264";0.829377687
"o22";"w260";0.59281655
"o22";"w263";0.730056933
"o22";"w258";0.758357973
"o22";"w262";0.681103089
"o22";"w261";0.765712836
"o22";"w267";0.766564455
"o22";"w265";0.590543537
"o22";"w272";0.827962699
"o22";"w268";0.686198711
"o22";"w271";0.782688528
"o22";"w266";0.778161079
"o22";"w270";0.824845114
"o22";"w269";0.778164923
"o22";"w275";0.747605922
"o22";"w273";0.554610273
"o22";"w280";0.808440157
"o22";"w276";0.572162786
"o22";"w279";0.661583749
"o22";"w274";0.718179425
"o22";"w278";0.72157341
"o22";"w277";0.736572027
"o22";"w283";0.747606243
"o22";"w281";0.661862711
"o22";"w288";0.801928586
"o22";"w284";0.64658289
"o22";"w287";0.777593867
"o22";"w282";0.74392753
"o22";"w286";0.782687888
"o22";"w285";0.751848324
"o22";"w291";0.771655273
"o22";"w289";0.565651215
"o22";"w296";0.833055439
"o22";"w292";0.609232396
"o22";"w295";0.736558255
"o22";"w290";0.772218002
"o22";"w294";0.721557396
"o22";"w293";0.78269045
"o22";"w299";0.767695036
"o22";"w297";0.581209677
"o22";"w304";0.833620729
"o22";"w300";0.679693866
"o22";"w303";0.782968772
"o22";"w298";0.782688208
"o22";"w302";0.82824038
"o22";"w301";0.792029435
"o22";"w307";0.759769438
"o22";"w305";0.561975385
"o22";"w312";0.819472771
"o22";"w308";0.597347842
"o22";"w311";0.683360728
"o22";"w306";0.752691936
"o22";"w310";0.744488657
"o22";"w309";0.762880939
"o22";"w27";0.73854622
"o22";"w25";0.733178362
"o22";"w32";0.800796403
"o22";"w28";0.638376088
"o22";"w31";0.774196679
"o22";"w26";0.732603783
"o22";"w30";0.78749558
"o22";"w29";0.747325359
"o22";"w315";0.760622659
"o22";"w313";0.622843248
"o22";"w320";0.818909402
"o22";"w316";0.663842029
"o22";"w319";0.788916013
"o22";"w314";0.769670831
"o22";"w318";0.797964826
"o22";"w317";0.772784894
"o22";"w323";0.76826417
"o22";"w321";0.581499849
"o22";"w328";0.829094561
"o22";"w324";0.615174193
"o22";"w327";0.732321298
"o22";"w322";0.760332487
"o22";"w326";0.706851514
"o22";"w325";0.766561573
"o22";"w331";0.767691513
"o22";"w329";0.642354581
"o22";"w336";0.827963019
"o22";"w332";0.678272152
"o22";"w335";0.782688849
"o22";"w330";0.770803654
"o22";"w334";0.822581069
"o22";"w333";0.775052782
"o22";"w339";0.754682464
"o22";"w337";0.576966635
"o22";"w344";0.806174831
"o22";"w340";0.594515624
"o22";"w343";0.660728927
"o22";"w338";0.715909935
"o22";"w342";0.728926992
"o22";"w341";0.734872952
"o22";"w347";0.752977944
"o22";"w345";0.615212626
"o22";"w352";0.803344214
"o22";"w348";0.640923579
"o22";"w351";0.777026975
"o22";"w346";0.755808241
"o22";"w350";0.782406364
"o22";"w349";0.755808561
"o22";"w355";0.766562854
"o22";"w353";0.575564138
"o22";"w360";0.835318843
"o22";"w356";0.625642798
"o22";"w359";0.73627609
"o22";"w354";0.766276846
"o22";"w358";0.728347289
"o22";"w357";0.783251577
"o22";"w363";0.771089022
"o22";"w361";0.60188522
"o22";"w368";0.832207663
"o22";"w364";0.677991268
"o22";"w367";0.788061191
"o22";"w362";0.780135913
"o22";"w366";0.829654728
"o22";"w365";0.790332602
"o22";"w371";0.75298435
"o22";"w369";0.564794471
"o22";"w376";0.81777722
"o22";"w372";0.612346779
"o22";"w375";0.676290592
"o22";"w370";0.749296349
"o22";"w374";0.745617637
"o22";"w373";0.760901301
"o22";"w379";0.762884782
"o22";"w377";0.610323903
"o22";"w384";0.816361912
"o22";"w380";0.661293577
"o22";"w383";0.792878812
"o22";"w378";0.767124942
"o22";"w382";0.798250193
"o22";"w381";0.770518607
"o22";"w35";0.756942665
"o22";"w33";0.57073915
"o22";"w40";0.829378007
"o22";"w36";0.663562106
"o22";"w39";0.743067584
"o22";"w34";0.752981147
"o22";"w38";0.733443552
"o22";"w37";0.768821774
"o22";"w43";0.753549641
"o22";"w41";0.655853336
"o22";"w48";0.825982421
"o22";"w44";0.701475969
"o22";"w47";0.778443564
"o22";"w42";0.772499846
"o22";"w46";0.840409661
"o22";"w45";0.790331001
"o22";"w51";0.74449186
"o22";"w49";0.62167007
"o22";"w56";0.81268416
"o22";"w52";0.625078468
"o22";"w55";0.702604628
"o22";"w50";0.728932757
"o22";"w54";0.754108526
"o22";"w53";0.760619456
"o22";"w59";0.75014957
"o22";"w57";0.568199987
"o22";"w64";0.815229409
"o22";"w60";0.648275239
"o22";"w63";0.796551759
"o22";"w58";0.756374492
"o22";"w62";0.806175471
"o22";"w61";0.770242207
"o22";"w67";0.76118891
"o22";"w65";0.586299214
"o22";"w72";0.825701537
"o22";"w68";0.666106073
"o22";"w71";0.734864625
"o22";"w66";0.76542875
"o22";"w70";0.713637243
"o22";"w69";0.760057368
"o3";"w2";0.82458255
"o3";"w1";0.851088791
"o3";"w6";0.851255885
"o3";"w4";0.662180982
"o3";"w8";0.887220331
"o3";"w5";0.843489721
"o3";"w3";0.756545865
"o3";"w7";0.813439034
"o3";"w74";0.849907842
"o3";"w73";0.793195795
"o3";"w78";0.90241448
"o3";"w76";0.805839622
"o3";"w80";0.890598254
"o3";"w77";0.858181447
"o3";"w75";0.777481888
"o3";"w79";0.89481712
"o3";"w82";0.82036106
"o3";"w81";0.819686867
"o3";"w86";0.839437948
"o3";"w84";0.674666953
"o3";"w88";0.872363907
"o3";"w85";0.844334658
"o3";"w83";0.772074315
"o3";"w87";0.826944906
"o3";"w90";0.850920557
"o3";"w89";0.879284336
"o3";"w94";0.869831035
"o3";"w92";0.778996341
"o3";"w96";0.867467197
"o3";"w93";0.854804209
"o3";"w91";0.783724246
"o3";"w95";0.875740232
"o3";"w98";0.824751697
"o3";"w97";0.841297197
"o3";"w102";0.866623401
"o3";"w100";0.695102606
"o3";"w104";0.893635486
"o3";"w101";0.851593381
"o3";"w99";0.780688496
"o3";"w103";0.820192939
"o3";"w106";0.848387457
"o3";"w105";0.892960609
"o3";"w110";0.903428221
"o3";"w108";0.81462101
"o3";"w112";0.89228539
"o3";"w109";0.85919325
"o3";"w107";0.786937127
"o3";"w111";0.896000123
"o3";"w114";0.830828444
"o3";"w113";0.822045231
"o3";"w118";0.857674006
"o3";"w116";0.694928098
"o3";"w120";0.878440882
"o3";"w117";0.850414941
"o3";"w115";0.788789304
"o3";"w119";0.835387088
"o3";"w122";0.848556832
"o3";"w121";0.868650086
"o3";"w126";0.880467681
"o3";"w124";0.786763076
"o3";"w128";0.873544514
"o3";"w125";0.853624058
"o3";"w123";0.796895701
"o3";"w127";0.88198681
"o3";"w130";0.830323284
"o3";"w129";0.824248818
"o3";"w134";0.861048963
"o3";"w132";0.681425192
"o3";"w136";0.893805546
"o3";"w133";0.849064388
"o3";"w131";0.771063767
"o3";"w135";0.819349029
"o3";"w138";0.853115932
"o3";"w137";0.890425685
"o3";"w142";0.902752432
"o3";"w140";0.813100626
"o3";"w144";0.888740488
"o3";"w141";0.856493741
"o3";"w139";0.783054501
"o3";"w143";0.896843349
"o3";"w146";0.825594809
"o3";"w145";0.821879505
"o3";"w150";0.848385975
"o3";"w148";0.68395179
"o3";"w152";0.872363108
"o3";"w149";0.852945873
"o3";"w147";0.781699158
"o3";"w151";0.834373346
"o3";"w10";0.849402225
"o3";"w9";0.897010443
"o3";"w14";0.899544683
"o3";"w12";0.808880162
"o3";"w16";0.886883292
"o3";"w13";0.850077445
"o3";"w11";0.758571181
"o3";"w15";0.89515416
"o3";"w154";0.850078357
"o3";"w153";0.785599006
"o3";"w158";0.870506255
"o3";"w156";0.785581442
"o3";"w160";0.866623515
"o3";"w157";0.854129104
"o3";"w155";0.770391057
"o3";"w159";0.876415566
"o3";"w162";0.83015562
"o3";"w161";0.837753664
"o3";"w166";0.872869067
"o3";"w164";0.706242814
"o3";"w168";0.894817349
"o3";"w165";0.84771315
"o3";"w163";0.802969939
"o3";"w167";0.811921045
"o3";"w170";0.844672154
"o3";"w169";0.892115216
"o3";"w174";0.90207687
"o3";"w172";0.814281119
"o3";"w176";0.892960723
"o3";"w173";0.85885678
"o3";"w171";0.812931707
"o3";"w175";0.90021956
"o3";"w178";0.825763044
"o3";"w177";0.834207735
"o3";"w182";0.858011273
"o3";"w180";0.708433172
"o3";"w184";0.877766119
"o3";"w181";0.852103331
"o3";"w179";0.779334635
"o3";"w183";0.838933701
"o3";"w186";0.848896039
"o3";"w185";0.883675201
"o3";"w190";0.878778948
"o3";"w188";0.789801905
"o3";"w192";0.874895523
"o3";"w189";0.855480341
"o3";"w187";0.801789674
"o3";"w191";0.883000438
"o3";"w194";0.835218511
"o3";"w193";0.8370789
"o3";"w198";0.838931762
"o3";"w196";0.672125413
"o3";"w200";0.888908836
"o3";"w197";0.861725665
"o3";"w195";0.753170908
"o3";"w199";0.813102565
"o3";"w202";0.853789555
"o3";"w201";0.892959355
"o3";"w206";0.896167445
"o3";"w204";0.744726217
"o3";"w208";0.885870577
"o3";"w205";0.86695987
"o3";"w203";0.792505064
"o3";"w207";0.898869007
"o3";"w210";0.819687323
"o3";"w209";0.774112064
"o3";"w214";0.831840931
"o3";"w212";0.655576948
"o3";"w216";0.866961011
"o3";"w213";0.844841871
"o3";"w211";0.757390459
"o3";"w215";0.814113455
"o3";"w218";0.853116959
"o3";"w217";0.864932273
"o3";"w222";0.868480711
"o3";"w220";0.71737424
"o3";"w224";0.866792434
"o3";"w221";0.854467056
"o3";"w219";0.787274166
"o3";"w223";0.868987353
"o3";"w226";0.847543775
"o3";"w225";0.84298228
"o3";"w230";0.853116503
"o3";"w228";0.696944974
"o3";"w232";0.890597113
"o3";"w229";0.868140478
"o3";"w227";0.790816901
"o3";"w231";0.820869413
"o3";"w18";0.815127539
"o3";"w17";0.729035349
"o3";"w22";0.836399347
"o3";"w20";0.659979561
"o3";"w24";0.868142645
"o3";"w21";0.847035422
"o3";"w19";0.748780841
"o3";"w23";0.819009366
"o3";"w234";0.861894127
"o3";"w233";0.887894752
"o3";"w238";0.896674202
"o3";"w236";0.759413494
"o3";"w240";0.888402878
"o3";"w237";0.867466627
"o3";"w235";0.797063366
"o3";"w239";0.895491656
"o3";"w242";0.83538743
"o3";"w241";0.839780576
"o3";"w246";0.850583745
"o3";"w244";0.68360517
"o3";"w248";0.873038556
"o3";"w245";0.856154192
"o3";"w243";0.78152887
"o3";"w247";0.819854987
"o3";"w250";0.857168618
"o3";"w249";0.866793004
"o3";"w254";0.87422076
"o3";"w252";0.734762168
"o3";"w256";0.869324621
"o3";"w253";0.861558685
"o3";"w251";0.788621868
"o3";"w255";0.876077614
"o3";"w258";0.832516607
"o3";"w257";0.867465486
"o3";"w262";0.838762615
"o3";"w260";0.681586469
"o3";"w264";0.892285276
"o3";"w261";0.861895268
"o3";"w259";0.79047895
"o3";"w263";0.816142307
"o3";"w266";0.863921383
"o3";"w265";0.890090584
"o3";"w270";0.896336022
"o3";"w268";0.79925532
"o3";"w272";0.889754115
"o3";"w269";0.869324279
"o3";"w267";0.818336656
"o3";"w271";0.899374852
"o3";"w274";0.822555523
"o3";"w273";0.836905761
"o3";"w278";0.833698241
"o3";"w276";0.673649105
"o3";"w280";0.870505913
"o3";"w277";0.850075848
"o3";"w275";0.780350772
"o3";"w279";0.820192255
"o3";"w282";0.850922154
"o3";"w281";0.880636029
"o3";"w286";0.86561023
"o3";"w284";0.775451781
"o3";"w288";0.869156044
"o3";"w285";0.855142275
"o3";"w283";0.817323713
"o3";"w287";0.868311678
"o3";"w290";0.849063817
"o3";"w289";0.852274646
"o3";"w294";0.853284395
"o3";"w292";0.712648389
"o3";"w296";0.893973552
"o3";"w293";0.865439486
"o3";"w291";0.799930653
"o3";"w295";0.815635664
"o3";"w298";0.86459569
"o3";"w297";0.9005566
"o3";"w302";0.898025211
"o3";"w300";0.79655524
"o3";"w304";0.891441479
"o3";"w301";0.867128675
"o3";"w299";0.814449924
"o3";"w303";0.898024071
"o3";"w306";0.837583832
"o3";"w305";0.82744767
"o3";"w310";0.852946671
"o3";"w308";0.699813858
"o3";"w312";0.878947639
"o3";"w309";0.858349567
"o3";"w307";0.797228863
"o3";"w311";0.833194221
"o3";"w26";0.84315291
"o3";"w25";0.876076815
"o3";"w30";0.868142873
"o3";"w28";0.778660556
"o3";"w32";0.867467996
"o3";"w29";0.85666015
"o3";"w27";0.758233913
"o3";"w31";0.874895752
"o3";"w314";0.856831122
"o3";"w313";0.877088618
"o3";"w318";0.873545313
"o3";"w316";0.775618989
"o3";"w320";0.87033745
"o3";"w317";0.860377165
"o3";"w315";0.822893019
"o3";"w319";0.881986924
"o3";"w322";0.833191826
"o3";"w321";0.808363939
"o3";"w326";0.85210048
"o3";"w324";0.702182943
"o3";"w328";0.892116699
"o3";"w325";0.857340616
"o3";"w323";0.783386294
"o3";"w327";0.814959418
"o3";"w330";0.862569689
"o3";"w329";0.892117155
"o3";"w334";0.897180274
"o3";"w332";0.804996054
"o3";"w336";0.888740944
"o3";"w333";0.867129473
"o3";"w331";0.797569324
"o3";"w335";0.898024755
"o3";"w338";0.821544291
"o3";"w337";0.792507573
"o3";"w342";0.841970706
"o3";"w340";0.691376125
"o3";"w344";0.872700262
"o3";"w341";0.849232964
"o3";"w339";0.792168937
"o3";"w343";0.834373802
"o3";"w346";0.856156929
"o3";"w345";0.869495251
"o3";"w350";0.867298734
"o3";"w348";0.78102314
"o3";"w352";0.868818206
"o3";"w349";0.852946899
"o3";"w347";0.783899894
"o3";"w351";0.870674946
"o3";"w354";0.849232166
"o3";"w353";0.843489949
"o3";"w358";0.860376595
"o3";"w356";0.730715527
"o3";"w360";0.897181073
"o3";"w357";0.867633721
"o3";"w355";0.8076983
"o3";"w359";0.811583777
"o3";"w362";0.87404899
"o3";"w361";0.894814611
"o3";"w366";0.89785652
"o3";"w364";0.802970737
"o3";"w368";0.892791804
"o3";"w365";0.875738179
"o3";"w363";0.833702005
"o3";"w367";0.898193674
"o3";"w370";0.836907928
"o3";"w369";0.752844362
"o3";"w374";0.852609518
"o3";"w372";0.718387298
"o3";"w376";0.879791321
"o3";"w373";0.854803981
"o3";"w371";0.806853249
"o3";"w375";0.840452488
"o3";"w378";0.859531316
"o3";"w377";0.88384355
"o3";"w382";0.874051613
"o3";"w380";0.787774308
"o3";"w384";0.873207589
"o3";"w381";0.862402937
"o3";"w379";0.828465746
"o3";"w383";0.879116672
"o3";"w34";0.818335972
"o3";"w33";0.837246907
"o3";"w38";0.86527205
"o3";"w36";0.689361644
"o3";"w40";0.891948008
"o3";"w37";0.836400259
"o3";"w35";0.780010539
"o3";"w39";0.823908471
"o3";"w42";0.846531973
"o3";"w41";0.872520964
"o3";"w46";0.904103555
"o3";"w44";0.82002402
"o3";"w48";0.891441137
"o3";"w45";0.853455595
"o3";"w43";0.790481801
"o3";"w47";0.893974237
"o3";"w50";0.831838422
"o3";"w49";0.841969793
"o3";"w54";0.850582947
"o3";"w52";0.688344595
"o3";"w56";0.875065241
"o3";"w53";0.85379195
"o3";"w51";0.773088513
"o3";"w55";0.826271625
"o3";"w58";0.839101593
"o3";"w57";0.882325561
"o3";"w62";0.87894741
"o3";"w60";0.7876071
"o3";"w64";0.873883721
"o3";"w61";0.851259421
"o3";"w59";0.786936899
"o3";"w63";0.880468023
"o3";"w66";0.824245853
"o3";"w65";0.843157016
"o3";"w70";0.855476805
"o3";"w68";0.670622137
"o3";"w72";0.891610398
"o3";"w69";0.856659694
"o3";"w67";0.762622726
"o3";"w71";0.817829899
"o4";"w4";0.689998547
"o4";"w1";0.74614833
"o4";"w6";0.77383503
"o4";"w3";0.775590708
"o4";"w8";0.820432774
"o4";"w5";0.813416749
"o4";"w2";0.772082695
"o4";"w7";0.735815956
"o4";"w76";0.738933497
"o4";"w73";0.846557588
"o4";"w78";0.865080441
"o4";"w75";0.794307049
"o4";"w80";0.822773628
"o4";"w77";0.819265008
"o4";"w74";0.806785724
"o4";"w79";0.853382861
"o4";"w84";0.664849228
"o4";"w81";0.695640702
"o4";"w86";0.801909313
"o4";"w83";0.784366971
"o4";"w88";0.811270296
"o4";"w85";0.807956683
"o4";"w82";0.776954699
"o4";"w87";0.771886016
"o4";"w92";0.722751954
"o4";"w89";0.842660928
"o4";"w94";0.849092689
"o4";"w91";0.791385124
"o4";"w96";0.809709929
"o4";"w93";0.810491632
"o4";"w90";0.802105993
"o4";"w95";0.843438375
"o4";"w100";0.687074646
"o4";"w97";0.775594964
"o4";"w102";0.799183004
"o4";"w99";0.8067877
"o4";"w104";0.827257287
"o4";"w101";0.813999037
"o4";"w98";0.787484056
"o4";"w103";0.74439554
"o4";"w108";0.751027021
"o4";"w105";0.852604806
"o4";"w110";0.856894065
"o4";"w107";0.806591932
"o4";"w112";0.823554723
"o4";"w109";0.814976204
"o4";"w106";0.806590868
"o4";"w111";0.856892545
"o4";"w116";0.672449365
"o4";"w113";0.761744546
"o4";"w118";0.812049719
"o4";"w115";0.80464079
"o4";"w120";0.816728538
"o4";"w117";0.815949267
"o4";"w114";0.784560611
"o4";"w119";0.792552739
"o4";"w124";0.723341081
"o4";"w121";0.844220078
"o4";"w126";0.850068184
"o4";"w123";0.799963795
"o4";"w128";0.815753651
"o4";"w125";0.81692461
"o4";"w122";0.810099945
"o4";"w127";0.850263496
"o4";"w132";0.693900983
"o4";"w129";0.741662543
"o4";"w134";0.788263175
"o4";"w131";0.78709404
"o4";"w136";0.821212502
"o4";"w133";0.819068632
"o4";"w130";0.790407045
"o4";"w135";0.732304448
"o4";"w140";0.736983875
"o4";"w137";0.759779573
"o4";"w142";0.862935507
"o4";"w139";0.797040046
"o4";"w144";0.820238527
"o4";"w141";0.819458951
"o4";"w138";0.80932037
"o4";"w143";0.852601766
"o4";"w148";0.664071477
"o4";"w145";0.692569215
"o4";"w150";0.803663016
"o4";"w147";0.789825973
"o4";"w152";0.809319306
"o4";"w149";0.81536394
"o4";"w146";0.789434286
"o4";"w151";0.79138178
"o4";"w12";0.740689479
"o4";"w9";0.849094209
"o4";"w14";0.859817206
"o4";"w11";0.797232926
"o4";"w16";0.815754411
"o4";"w13";0.81478226
"o4";"w10";0.803862127
"o4";"w15";0.855332635
"o4";"w156";0.724312168
"o4";"w153";0.845388453
"o4";"w158";0.849286785
"o4";"w155";0.79742687
"o4";"w160";0.808150779
"o4";"w157";0.814584364
"o4";"w154";0.805420366
"o4";"w159";0.84811765
"o4";"w164";0.689414284
"o4";"w161";0.738542722
"o4";"w166";0.804057743
"o4";"w163";0.805421126
"o4";"w168";0.82452733
"o4";"w165";0.819069696
"o4";"w162";0.779685872
"o4";"w167";0.74244379
"o4";"w172";0.753365898
"o4";"w169";0.762512114
"o4";"w174";0.858647768
"o4";"w171";0.805616285
"o4";"w176";0.822774388
"o4";"w173";0.818876056
"o4";"w170";0.812440798
"o4";"w175";0.853967428
"o4";"w180";0.674401571
"o4";"w177";0.77169116
"o4";"w182";0.816534594
"o4";"w179";0.806981492
"o4";"w184";0.815949723
"o4";"w181";0.817315386
"o4";"w178";0.77754033
"o4";"w183";0.802692232
"o4";"w188";0.727239869
"o4";"w185";0.846169092
"o4";"w190";0.849677713
"o4";"w187";0.802105537
"o4";"w192";0.815558491
"o4";"w189";0.815169084
"o4";"w186";0.808346699
"o4";"w191";0.849287849
"o4";"w196";0.601090341
"o4";"w193";0.781234839
"o4";"w198";0.765450758
"o4";"w195";0.793724001
"o4";"w200";0.822772564
"o4";"w197";0.818290273
"o4";"w194";0.77695865
"o4";"w199";0.733865574
"o4";"w204";0.758820645
"o4";"w201";0.761730563
"o4";"w206";0.857478633
"o4";"w203";0.805030046
"o4";"w208";0.825112354
"o4";"w205";0.820240351
"o4";"w202";0.809906305
"o4";"w207";0.851822799
"o4";"w212";0.597193225
"o4";"w209";0.783792283
"o4";"w214";0.792357427
"o4";"w211";0.788266823
"o4";"w216";0.812245031
"o4";"w213";0.817510089
"o4";"w210";0.767403572
"o4";"w215";0.756092968
"o4";"w220";0.748485688
"o4";"w217";0.840517058
"o4";"w222";0.849093297
"o4";"w219";0.799377404
"o4";"w224";0.815558947
"o4";"w221";0.815560011
"o4";"w218";0.803667727
"o4";"w223";0.84460827
"o4";"w228";0.634821979
"o4";"w225";0.662343006
"o4";"w230";0.789628382
"o4";"w227";0.803082704
"o4";"w232";0.82686712
"o4";"w229";0.81907
"o4";"w226";0.781830198
"o4";"w231";0.741080559
"o4";"w20";0.652955881
"o4";"w17";0.688084035
"o4";"w22";0.794696609
"o4";"w19";0.774223221
"o4";"w24";0.811269536
"o4";"w21";0.807956531
"o4";"w18";0.767793436
"o4";"w23";0.766425949
"o4";"w236";0.779880728
"o4";"w233";0.837596197
"o4";"w238";0.855334611
"o4";"w235";0.814390724
"o4";"w240";0.826283464
"o4";"w237";0.817120682
"o4";"w234";0.812438823
"o4";"w239";0.855333851
"o4";"w244";0.626243308
"o4";"w241";0.705189244
"o4";"w246";0.796255455
"o4";"w243";0.802498745
"o4";"w248";0.81692461
"o4";"w245";0.818485584
"o4";"w242";0.783780276
"o4";"w247";0.765647286
"o4";"w252";0.741666798
"o4";"w249";0.832716594
"o4";"w254";0.846169548
"o4";"w251";0.812830966
"o4";"w256";0.815948507
"o4";"w253";0.818095265
"o4";"w250";0.809710385
"o4";"w255";0.845584221
"o4";"w260";0.635797322
"o4";"w257";0.793139738
"o4";"w262";0.767791156
"o4";"w259";0.79703807
"o4";"w264";0.821602821
"o4";"w261";0.814585124
"o4";"w258";0.777151074
"o4";"w263";0.732892663
"o4";"w268";0.756286456
"o4";"w265";0.845779989
"o4";"w270";0.858063656
"o4";"w267";0.802494793
"o4";"w272";0.824917346
"o4";"w269";0.820240351
"o4";"w266";0.809516289
"o4";"w271";0.852017654
"o4";"w276";0.632872661
"o4";"w273";0.787678608
"o4";"w278";0.796646687
"o4";"w275";0.798207357
"o4";"w280";0.808930202
"o4";"w277";0.817510089
"o4";"w274";0.771304032
"o4";"w279";0.768184971
"o4";"w284";0.747902336
"o4";"w281";0.841491489
"o4";"w286";0.848703586
"o4";"w283";0.793725977
"o4";"w288";0.814779524
"o4";"w285";0.815560011
"o4";"w282";0.801132474
"o4";"w287";0.845388301
"o4";"w292";0.656853301
"o4";"w289";0.815559859
"o4";"w294";0.795673472
"o4";"w291";0.808345939
"o4";"w296";0.8262824
"o4";"w293";0.818485736
"o4";"w290";0.784172115
"o4";"w295";0.738934561
"o4";"w300";0.782610077
"o4";"w297";0.845782573
"o4";"w302";0.855919482
"o4";"w299";0.815560011
"o4";"w304";0.829401309
"o4";"w301";0.818875752
"o4";"w298";0.811658943
"o4";"w303";0.858258208
"o4";"w308";0.654125167
"o4";"w305";0.76446964
"o4";"w310";0.805029742
"o4";"w307";0.806787092
"o4";"w312";0.81848376
"o4";"w309";0.816927194
"o4";"w306";0.784172571
"o4";"w311";0.777735034
"o4";"w28";0.725286295
"o4";"w25";0.846365012
"o4";"w30";0.847143675
"o4";"w27";0.791773012
"o4";"w32";0.807369836
"o4";"w29";0.803864103
"o4";"w26";0.795476184
"o4";"w31";0.844024158
"o4";"w316";0.7403022
"o4";"w313";0.836031575
"o4";"w318";0.846754724
"o4";"w315";0.807565755
"o4";"w320";0.814388901
"o4";"w317";0.818095265
"o4";"w314";0.808346851
"o4";"w319";0.84655926
"o4";"w324";0.645935448
"o4";"w321";0.80717422
"o4";"w326";0.781242894
"o4";"w323";0.791385884
"o4";"w328";0.820432926
"o4";"w325";0.818484064
"o4";"w322";0.780856679
"o4";"w327";0.730746362
"o4";"w332";0.760772243
"o4";"w329";0.846363036
"o4";"w334";0.860207374
"o4";"w331";0.798792076
"o4";"w336";0.824722794
"o4";"w333";0.819849119
"o4";"w330";0.812441406
"o4";"w335";0.850262888
"o4";"w340";0.643207314
"o4";"w337";0.788262719
"o4";"w342";0.801131258
"o4";"w339";0.799573324
"o4";"w344";0.810490113
"o4";"w341";0.817314778
"o4";"w338";0.777932625
"o4";"w343";0.776760603
"o4";"w348";0.754726545
"o4";"w345";0.845000261
"o4";"w350";0.847338379
"o4";"w347";0.800545627
"o4";"w352";0.818289209
"o4";"w349";0.815559859
"o4";"w346";0.803472264
"o4";"w351";0.844219166
"o4";"w356";0.665237572
"o4";"w353";0.801334777
"o4";"w358";0.800546387
"o4";"w355";0.799191212
"o4";"w360";0.8262824
"o4";"w357";0.81926592
"o4";"w354";0.786120825
"o4";"w359";0.739129265
"o4";"w364";0.781439726
"o4";"w361";0.844221902
"o4";"w366";0.855139907
"o4";"w363";0.807956987
"o4";"w368";0.828426574
"o4";"w365";0.817900713
"o4";"w362";0.812243967
"o4";"w367";0.857283625
"o4";"w372";0.660559209
"o4";"w369";0.792163027
"o4";"w374";0.815168172
"o4";"w371";0.812246095
"o4";"w376";0.81711901
"o4";"w373";0.814782108
"o4";"w370";0.784561219
"o4";"w375";0.789432766
"o4";"w380";0.739716112
"o4";"w377";0.835840975
"o4";"w382";0.844609182
"o4";"w379";0.804837774
"o4";"w384";0.81731341
"o4";"w381";0.816535202
"o4";"w378";0.807956683
"o4";"w383";0.846364404
"o4";"w36";0.689805667
"o4";"w33";0.69953721
"o4";"w38";0.792747595
"o4";"w35";0.804836406
"o4";"w40";0.824332474
"o4";"w37";0.815753195
"o4";"w34";0.781441094
"o4";"w39";0.743029421
"o4";"w44";0.749465894
"o4";"w41";0.852995277
"o4";"w46";0.855724778
"o4";"w43";0.799766659
"o4";"w48";0.822384068
"o4";"w45";0.814001469
"o4";"w42";0.8071765
"o4";"w47";0.85435866
"o4";"w52";0.6695282
"o4";"w49";0.627046594
"o4";"w54";0.808735802
"o4";"w51";0.802495857
"o4";"w56";0.813024758
"o4";"w53";0.809903113
"o4";"w50";0.779490256
"o4";"w55";0.774421269
"o4";"w60";0.724120504
"o4";"w57";0.847338683
"o4";"w62";0.85006864
"o4";"w59";0.804835494
"o4";"w64";0.815948355
"o4";"w61";0.817703121
"o4";"w58";0.802886328
"o4";"w63";0.848702674
