"data";"workflow";"time"
"n16";"w152";21.4000000000002
"n16";"w147";32.7400000000002
"n16";"w150";19.2100000000002
"n16";"w151";17.2100000000002
"n16";"w146";22.4500000000002
"n16";"w149";33.7500000000002
"n16";"w145";20.8100000000002
"n16";"w12";33.4000000000001
"n16";"w16";30.2900000000001
"n16";"w11";33.4100000000001
"n16";"w14";26.8500000000001
"n16";"w15";25.6000000000001
"n16";"w10";29.0500000000001
"n16";"w13";35.8800000000001
"n16";"w9";25.3800000000001
"n16";"w156";22.0199999999999
"n16";"w160";20.4899999999999
"n16";"w155";22.9699999999999
"n16";"w158";16.7499999999999
"n16";"w159";15.9699999999999
"n16";"w154";19.1899999999999
"n16";"w157";25.4599999999999
"n16";"w153";15.6499999999999
"n16";"w164";64.7500000000019
"n16";"w168";39.0800000000019
"n16";"w163";76.5800000000019
"n16";"w166";64.2500000000019
"n16";"w167";41.5100000000019
"n16";"w162";56.4400000000019
"n16";"w165";73.3100000000019
"n16";"w161";43.6200000000019
"n16";"w172";36.8499999999988
"n16";"w176";35.0299999999988
"n16";"w171";38.9499999999988
"n16";"w174";31.3499999999988
"n16";"w175";30.8399999999988
"n16";"w170";34.0499999999988
"n16";"w173";40.0499999999988
"n16";"w169";29.9599999999988
"n16";"w180";38.8900000000025
"n16";"w184";30.5300000000025
"n16";"w179";39.8000000000025
"n16";"w182";28.3700000000025
"n16";"w183";24.7100000000025
"n16";"w178";30.1700000000025
"n16";"w181";44.4000000000025
"n16";"w177";27.4500000000025
"n16";"w188";31.4400000000017
"n16";"w192";27.8800000000017
"n16";"w187";31.8500000000017
"n16";"w190";24.9500000000017
"n16";"w191";23.5700000000017
"n16";"w186";27.0300000000017
"n16";"w189";34.3400000000017
"n16";"w185";22.8600000000017
"n16";"w196";70.0100000000006
"n16";"w200";32.9500000000006
"n16";"w195";90.5800000000006
"n16";"w198";67.6800000000006
"n16";"w199";35.2000000000006
"n16";"w194";64.0600000000006
"n16";"w197";32.7200000000006
"n16";"w193";74.3100000000006
"n16";"w204";32.6000000000015
"n16";"w208";29.1100000000015
"n16";"w203";33.6200000000015
"n16";"w206";26.2400000000015
"n16";"w207";25.6000000000015
"n16";"w202";28.4300000000015
"n16";"w205";27.4100000000015
"n16";"w201";25.6000000000015
"n16";"w212";35.5199999999997
"n16";"w216";21.0999999999997
"n16";"w211";40.4899999999997
"n16";"w214";25.7699999999997
"n16";"w215";17.0999999999997
"n16";"w210";27.7099999999997
"n16";"w213";19.1999999999997
"n16";"w209";36.5699999999997
"n16";"w220";25.6799999999994
"n16";"w224";19.8899999999994
"n16";"w219";25.5599999999994
"n16";"w222";17.5299999999994
"n16";"w223";16.4099999999994
"n16";"w218";20.1199999999994
"n16";"w221";18.1899999999994
"n16";"w217";17.3399999999994
"n16";"w228";71.6300000000023
"n16";"w232";36.5300000000023
"n16";"w227";89.2500000000023
"n16";"w230";61.2700000000023
"n16";"w231";38.1600000000023
"n16";"w226";63.4100000000023
"n16";"w229";37.6100000000023
"n16";"w225";73.6300000000023
"n16";"w20";35.74
"n16";"w24";23.44
"n16";"w19";37.13
"n16";"w22";25.8
"n16";"w23";20.06
"n16";"w18";27.79
"n16";"w21";42.53
"n16";"w17";22.49
"n16";"w236";36.7299999999994
"n16";"w240";33.8099999999994
"n16";"w235";37.8399999999994
"n16";"w238";31.4999999999994
"n16";"w239";30.4799999999994
"n16";"w234";33.0199999999994
"n16";"w237";32.3699999999994
"n16";"w233";30.7499999999994
"n16";"w244";43.0300000000019
"n16";"w248";26.9300000000019
"n16";"w243";47.7900000000019
"n16";"w246";32.6500000000019
"n16";"w247";24.1900000000019
"n16";"w242";34.2500000000019
"n16";"w245";26.5800000000019
"n16";"w241";40.5000000000019
"n16";"w252";33.1100000000012
"n16";"w256";26.1300000000012
"n16";"w251";31.8500000000012
"n16";"w254";24.6800000000012
"n16";"w255";23.0500000000012
"n16";"w250";26.9500000000012
"n16";"w253";25.2900000000012
"n16";"w249";24.6300000000012
"n16";"w260";66.3000000000002
"n16";"w264";33.0600000000002
"n16";"w259";93.6900000000001
"n16";"w262";56.8400000000002
"n16";"w263";32.3500000000002
"n16";"w258";60.8500000000002
"n16";"w261";32.3500000000002
"n16";"w257";56.4100000000002
"n16";"w268";30.7299999999984
"n16";"w272";29.1799999999984
"n16";"w267";34.8999999999984
"n16";"w270";25.7499999999984
"n16";"w271";25.5399999999984
"n16";"w266";28.5699999999984
"n16";"w269";27.1499999999984
"n16";"w265";25.2499999999984
"n16";"w276";33.2500000000013
"n16";"w280";21.0700000000013
"n16";"w275";40.4800000000013
"n16";"w278";22.2900000000013
"n16";"w279";16.6400000000013
"n16";"w274";24.9800000000013
"n16";"w277";18.9200000000013
"n16";"w273";27.7000000000013
"n16";"w284";23.8000000000007
"n16";"w288";19.4500000000007
"n16";"w283";26.3900000000007
"n16";"w286";16.9000000000007
"n16";"w287";15.8800000000007
"n16";"w282";18.9700000000007
"n16";"w285";17.5400000000007
"n16";"w281";16.3300000000007
"n16";"w292";68.5000000000025
"n16";"w296";37.3900000000025
"n16";"w291";87.0800000000025
"n16";"w294";67.1100000000025
"n16";"w295";37.0300000000025
"n16";"w290";59.4100000000025
"n16";"w293";37.6500000000025
"n16";"w289";61.0800000000025
"n16";"w300";35.2900000000007
"n16";"w304";33.9200000000007
"n16";"w299";36.9500000000007
"n16";"w302";31.3200000000007
"n16";"w303";30.5600000000007
"n16";"w298";33.1200000000007
"n16";"w301";32.4200000000007
"n16";"w297";30.5400000000007
"n16";"w308";40.9100000000038
"n16";"w312";27.0000000000038
"n16";"w307";46.7700000000038
"n16";"w310";29.7100000000038
"n16";"w311";23.6300000000038
"n16";"w306";32.4800000000038
"n16";"w309";26.2700000000038
"n16";"w305";34.7800000000038
"n16";"w28";26.2899999999999
"n16";"w32";21.4199999999999
"n16";"w27";27.6399999999999
"n16";"w30";17.6699999999999
"n16";"w31";16.7899999999999
"n16";"w26";20.6599999999999
"n16";"w29";29.0099999999999
"n16";"w25";15.6799999999999
"n16";"w316";31.5299999999971
"n16";"w320";25.9799999999971
"n16";"w315";30.8399999999971
"n16";"w318";23.4299999999971
"n16";"w319";22.7799999999971
"n16";"w314";25.9799999999971
"n16";"w317";28.5599999999971
"n16";"w313";23.0299999999971
"n16";"w324";58.8999999999959
"n16";"w328";37.6199999999959
"n16";"w323";86.2199999999959
"n16";"w326";55.7599999999959
"n16";"w327";30.1499999999959
"n16";"w322";51.1899999999959
"n16";"w325";31.2499999999959
"n16";"w321";50.6999999999959
"n16";"w332";28.1700000000026
"n16";"w336";28.2600000000026
"n16";"w331";33.1700000000026
"n16";"w334";24.4500000000026
"n16";"w335";24.4200000000026
"n16";"w330";26.6500000000026
"n16";"w333";26.0100000000026
"n16";"w329";24.2600000000026
"n16";"w340";29.8800000000032
"n16";"w344";20.2700000000032
"n16";"w339";36.1200000000032
"n16";"w342";19.0600000000032
"n16";"w343";16.0700000000032
"n16";"w338";21.9800000000032
"n16";"w341";19.1000000000032
"n16";"w337";24.1800000000032
"n16";"w348";21.1200000000029
"n16";"w352";19.9800000000029
"n16";"w347";25.2200000000029
"n16";"w350";16.9100000000029
"n16";"w351";16.1000000000029
"n16";"w346";18.7800000000029
"n16";"w349";17.9900000000029
"n16";"w345";15.9800000000029
"n16";"w356";64.1900000000044
"n16";"w360";39.3900000000044
"n16";"w355";83.2500000000044
"n16";"w358";58.9300000000044
"n16";"w359";36.2100000000044
"n16";"w354";54.7900000000044
"n16";"w357";37.8500000000044
"n16";"w353";54.6400000000044
"n16";"w364";33.8099999999971
"n16";"w368";36.4499999999971
"n16";"w363";37.3399999999971
"n16";"w366";31.2499999999971
"n16";"w367";30.6999999999971
"n16";"w362";32.6299999999971
"n16";"w365";32.3199999999971
"n16";"w361";30.3399999999971
"n16";"w372";38.7299999999977
"n16";"w376";28.3499999999977
"n16";"w371";41.6999999999977
"n16";"w374";27.6099999999977
"n16";"w375";23.5299999999977
"n16";"w370";29.6999999999977
"n16";"w373";26.4899999999977
"n16";"w369";33.6199999999977
"n16";"w380";30.1300000000035
"n16";"w384";26.8800000000035
"n16";"w379";31.7200000000035
"n16";"w382";23.9200000000035
"n16";"w383";23.1200000000035
"n16";"w378";25.9700000000035
"n16";"w381";25.1800000000035
"n16";"w377";23.1500000000035
"n16";"w36";72.5500000000001
"n16";"w40";37.4700000000001
"n16";"w35";90.8100000000001
"n16";"w38";60.7600000000001
"n16";"w39";47.0600000000001
"n16";"w34";69.3100000000001
"n16";"w37";90.0000000000001
"n16";"w33";42.7000000000001
"n16";"w44";38.4900000000003
"n16";"w48";36.1200000000003
"n16";"w43";37.8700000000003
"n16";"w46";32.3700000000003
"n16";"w47";30.9700000000003
"n16";"w42";34.1400000000003
"n16";"w45";41.0900000000003
"n16";"w41";30.2500000000003
"n16";"w52";43.19
"n16";"w56";28.63
"n16";"w51";49.93
"n16";"w54";32.51
"n16";"w55";26.96
"n16";"w50";34.56
"n16";"w53";48.85
"n16";"w49";28.4
"n16";"w60";33.7100000000005
"n16";"w64";28.0900000000005
"n16";"w59";33.3900000000005
"n16";"w62";24.9100000000005
"n16";"w63";23.7600000000005
"n16";"w58";27.8600000000005
"n16";"w61";36.0700000000005
"n16";"w57";23.4900000000005
"n16";"w68";66.5499999999997
"n16";"w72";34.2799999999997
"n16";"w67";88.9999999999997
"n16";"w70";55.7399999999997
"n16";"w71";43.1299999999997
"n16";"w66";60.8799999999997
"n16";"w69";72.6099999999997
"n16";"w65";40.9799999999997
"n17";"w4";95.95
"n17";"w6";70.74
"n17";"w2";65.29
"n17";"w8";37.86
"n17";"w7";46.76
"n17";"w1";39.66
"n17";"w5";77.6
"n17";"w3";87.09
"n17";"w76";64.9099999999993
"n17";"w78";40.0899999999993
"n17";"w74";42.1499999999993
"n17";"w80";44.6899999999993
"n17";"w79";36.4699999999993
"n17";"w73";40.9599999999993
"n17";"w77";58.1299999999993
"n17";"w75";58.6799999999993
"n17";"w84";42.8499999999992
"n17";"w86";19.3399999999992
"n17";"w82";22.1999999999992
"n17";"w88";26.2799999999992
"n17";"w87";17.6199999999992
"n17";"w81";21.2299999999992
"n17";"w85";37.1599999999992
"n17";"w83";34.6399999999992
"n17";"w92";37.3400000000005
"n17";"w94";19.9300000000005
"n17";"w90";21.6000000000005
"n17";"w96";27.0100000000005
"n17";"w95";19.2800000000005
"n17";"w89";19.8400000000005
"n17";"w93";33.0700000000005
"n17";"w91";27.8000000000005
"n17";"w100";88.7800000000007
"n17";"w102";66.6100000000007
"n17";"w98";56.1400000000007
"n17";"w104";44.4400000000007
"n17";"w103";46.8300000000007
"n17";"w97";52.0400000000007
"n17";"w101";75.2700000000007
"n17";"w99";85.2000000000007
"n17";"w108";50.1399999999995
"n17";"w110";33.8999999999995
"n17";"w106";35.7699999999995
"n17";"w112";39.8999999999995
"n17";"w111";33.1899999999995
"n17";"w105";33.8399999999995
"n17";"w109";45.9999999999995
"n17";"w107";44.1499999999995
"n17";"w116";52.5300000000004
"n17";"w118";28.2400000000004
"n17";"w114";30.6700000000004
"n17";"w120";33.5300000000004
"n17";"w119";27.0000000000004
"n17";"w113";30.7700000000004
"n17";"w117";46.2500000000004
"n17";"w115";46.1900000000004
"n17";"w124";46.6700000000011
"n17";"w126";27.6900000000011
"n17";"w122";29.7100000000011
"n17";"w128";34.4300000000011
"n17";"w127";27.4700000000011
"n17";"w121";28.7200000000011
"n17";"w125";42.1100000000011
"n17";"w123";37.8000000000011
"n17";"w132";77.9200000000007
"n17";"w134";54.9100000000007
"n17";"w130";46.3900000000007
"n17";"w136";41.6600000000007
"n17";"w135";38.7700000000007
"n17";"w129";32.5100000000007
"n17";"w133";65.3700000000007
"n17";"w131";69.2700000000007
"n17";"w140";57.4299999999997
"n17";"w142";34.5999999999997
"n17";"w138";36.2699999999997
"n17";"w144";42.7799999999997
"n17";"w143";32.5399999999997
"n17";"w137";38.1299999999997
"n17";"w141";51.2599999999997
"n17";"w139";46.8199999999997
"n17";"w148";37.6299999999998
"n17";"w150";18.1299999999998
"n17";"w146";19.8699999999998
"n17";"w152";26.2699999999998
"n17";"w151";17.7499999999998
"n17";"w145";20.2099999999998
"n17";"w149";32.7499999999998
"n17";"w147";27.1099999999998
"n17";"w12";70.92
"n17";"w14";46.29
"n17";"w10";46.19
"n17";"w16";44.41
"n17";"w15";38.68
"n17";"w9";37.14
"n17";"w13";63.9
"n17";"w11";60.19
"n17";"w156";31.7700000000014
"n17";"w158";18.1000000000014
"n17";"w154";20.3000000000014
"n17";"w160";25.3700000000014
"n17";"w159";18.1700000000014
"n17";"w153";16.9200000000014
"n17";"w157";28.7700000000014
"n17";"w155";24.4000000000014
"n17";"w164";82.0700000000003
"n17";"w166";60.5100000000003
"n17";"w162";51.0700000000003
"n17";"w168";45.8100000000003
"n17";"w167";44.5900000000003
"n17";"w161";41.5200000000003
"n17";"w165";71.1800000000003
"n17";"w163";79.9700000000003
"n17";"w172";47.6599999999993
"n17";"w174";33.7199999999993
"n17";"w170";35.2499999999993
"n17";"w176";40.3599999999993
"n17";"w175";33.2299999999993
"n17";"w169";32.3999999999993
"n17";"w173";44.2999999999993
"n17";"w171";41.9299999999993
"n17";"w180";48.4199999999988
"n17";"w182";27.2399999999988
"n17";"w178";28.7499999999988
"n17";"w184";35.0199999999988
"n17";"w183";26.2499999999988
"n17";"w177";27.7999999999988
"n17";"w181";42.9699999999988
"n17";"w179";41.9399999999988
"n17";"w188";42.7200000000017
"n17";"w190";26.2700000000017
"n17";"w186";29.0800000000017
"n17";"w192";40.0300000000017
"n17";"w191";26.9300000000017
"n17";"w185";26.0500000000017
"n17";"w189";39.6500000000017
"n17";"w187";36.0300000000017
"n17";"w196";94.5900000000025
"n17";"w198";74.8700000000025
"n17";"w194";59.3600000000025
"n17";"w200";37.7400000000025
"n17";"w199";34.5600000000025
"n17";"w193";71.1900000000025
"n17";"w197";32.0100000000025
"n17";"w195";88.6800000000025
"n17";"w204";65.9700000000013
"n17";"w206";41.3500000000013
"n17";"w202";41.7400000000013
"n17";"w208";42.4800000000013
"n17";"w207";34.5100000000013
"n17";"w201";51.1400000000013
"n17";"w205";35.6400000000013
"n17";"w203";56.5900000000013
"n17";"w212";46.2399999999996
"n17";"w214";21.0099999999996
"n17";"w210";23.0399999999996
"n17";"w216";23.9799999999996
"n17";"w215";16.3099999999996
"n17";"w209";32.7999999999996
"n17";"w213";18.3599999999996
"n17";"w211";35.2099999999996
"n17";"w220";39.2199999999988
"n17";"w222";19.3999999999988
"n17";"w218";21.7499999999988
"n17";"w224";25.2199999999988
"n17";"w223";19.0299999999988
"n17";"w217";25.9199999999988
"n17";"w221";19.9499999999988
"n17";"w219";30.1099999999988
"n17";"w228";93.3999999999988
"n17";"w230";72.1899999999988
"n17";"w226";59.6699999999988
"n17";"w232";41.9799999999988
"n17";"w231";38.5199999999988
"n17";"w225";71.5199999999988
"n17";"w229";36.3299999999988
"n17";"w227";90.8599999999988
"n17";"w20";46.62
"n17";"w22";21.28
"n17";"w18";24.25
"n17";"w24";25.31
"n17";"w23";19.04
"n17";"w17";17.01
"n17";"w21";40.62
"n17";"w19";33.23
"n17";"w236";50.7899999999981
"n17";"w238";34.4899999999981
"n17";"w234";36.6599999999981
"n17";"w240";39.1299999999981
"n17";"w239";33.1399999999981
"n17";"w233";36.6099999999981
"n17";"w237";34.6499999999981
"n17";"w235";42.9799999999981
"n17";"w244";55.4599999999988
"n17";"w246";30.5099999999988
"n17";"w242";32.2799999999988
"n17";"w248";30.8899999999988
"n17";"w247";24.0999999999988
"n17";"w241";41.4799999999988
"n17";"w245";25.5999999999988
"n17";"w243";45.3099999999988
"n17";"w252";48.0000000000012
"n17";"w254";28.5300000000012
"n17";"w250";30.3200000000012
"n17";"w256";32.4700000000012
"n17";"w255";26.3000000000012
"n17";"w249";35.5300000000012
"n17";"w253";28.1000000000012
"n17";"w251";39.8900000000012
"n17";"w260";88.7699999999985
"n17";"w262";66.0699999999985
"n17";"w258";53.4599999999985
"n17";"w264";40.3699999999985
"n17";"w263";33.4599999999985
"n17";"w257";57.6299999999985
"n17";"w261";30.9499999999985
"n17";"w259";83.3799999999985
"n17";"w268";61.7399999999999
"n17";"w270";37.4299999999999
"n17";"w266";39.5999999999999
"n17";"w272";43.6799999999999
"n17";"w271";32.9799999999999
"n17";"w265";45.5399999999999
"n17";"w269";34.8499999999999
"n17";"w267";56.3499999999999
"n17";"w276";42.5799999999981
"n17";"w278";19.8699999999981
"n17";"w274";20.6999999999981
"n17";"w280";25.2099999999981
"n17";"w279";16.1599999999981
"n17";"w273";27.5799999999981
"n17";"w277";17.6399999999981
"n17";"w275";34.4599999999981
"n17";"w284";35.2999999999999
"n17";"w286";18.8899999999999
"n17";"w282";20.5199999999999
"n17";"w288";25.1599999999999
"n17";"w287";17.8799999999999
"n17";"w281";21.7199999999999
"n17";"w285";19.2399999999999
"n17";"w283";29.5999999999999
"n17";"w292";88.6099999999975
"n17";"w294";66.7699999999975
"n17";"w290";54.7399999999975
"n17";"w296";44.5599999999975
"n17";"w295";38.3699999999975
"n17";"w289";65.7199999999975
"n17";"w293";36.5299999999975
"n17";"w291";80.4399999999975
"n17";"w300";47.39
"n17";"w302";32.83
"n17";"w298";34.72
"n17";"w304";38.28
"n17";"w303";32.08
"n17";"w297";32.61
"n17";"w301";33.5
"n17";"w299";41.49
"n17";"w308";52.7500000000029
"n17";"w310";29.8500000000029
"n17";"w306";30.0700000000029
"n17";"w312";32.9100000000029
"n17";"w311";24.5000000000029
"n17";"w305";36.0800000000029
"n17";"w309";25.9100000000029
"n17";"w307";45.4100000000029
"n17";"w28";42.0999999999998
"n17";"w30";21.2899999999998
"n17";"w26";24.6299999999998
"n17";"w32";27.6799999999998
"n17";"w31";20.9299999999998
"n17";"w25";21.1499999999998
"n17";"w29";37.2199999999998
"n17";"w27";34.7499999999998
"n17";"w316";44.4399999999956
"n17";"w318";27.0599999999956
"n17";"w314";28.4299999999956
"n17";"w320";32.2899999999956
"n17";"w319";25.7099999999956
"n17";"w313";30.0599999999956
"n17";"w317";33.1399999999956
"n17";"w315";36.8599999999956
"n17";"w324";77.440000000002
"n17";"w326";57.190000000002
"n17";"w322";44.450000000002
"n17";"w328";48.980000000002
"n17";"w327";30.550000000002
"n17";"w321";50.780000000002
"n17";"w325";30.070000000002
"n17";"w323";71.990000000002
"n17";"w332";54.399999999998
"n17";"w334";31.159999999998
"n17";"w330";33.979999999998
"n17";"w336";40.639999999998
"n17";"w335";30.059999999998
"n17";"w329";39.149999999998
"n17";"w333";31.989999999998
"n17";"w331";44.849999999998
"n17";"w340";37.4800000000012
"n17";"w342";17.6400000000012
"n17";"w338";19.2500000000012
"n17";"w344";24.9600000000012
"n17";"w343";16.3600000000012
"n17";"w337";22.9400000000012
"n17";"w341";25.2900000000012
"n17";"w339";27.4700000000012
"n17";"w348";29.0799999999994
"n17";"w350";17.9299999999994
"n17";"w346";18.9299999999994
"n17";"w352";24.8799999999994
"n17";"w351";17.5699999999994
"n17";"w345";17.4199999999994
"n17";"w349";18.7899999999994
"n17";"w347";23.3599999999994
"n17";"w356";81.9400000000023
"n17";"w358";63.5500000000023
"n17";"w354";50.5400000000023
"n17";"w360";46.9400000000023
"n17";"w359";37.5600000000023
"n17";"w353";49.8400000000023
"n17";"w357";36.8300000000023
"n17";"w355";79.0300000000023
"n17";"w364";42.1999999999977
"n17";"w366";31.6399999999977
"n17";"w362";33.3699999999977
"n17";"w368";38.5699999999977
"n17";"w367";31.4199999999977
"n17";"w361";31.2299999999977
"n17";"w365";32.6999999999977
"n17";"w363";38.7999999999977
"n17";"w372";48.2799999999965
"n17";"w374";25.9899999999965
"n17";"w370";28.3799999999965
"n17";"w376";33.6199999999965
"n17";"w375";24.3099999999965
"n17";"w369";33.7899999999965
"n17";"w373";25.9799999999965
"n17";"w371";38.8599999999965
"n17";"w380";41.1299999999991
"n17";"w382";26.6099999999991
"n17";"w378";28.2399999999991
"n17";"w384";32.4599999999991
"n17";"w383";26.0699999999991
"n17";"w377";26.4499999999991
"n17";"w381";27.4999999999991
"n17";"w379";33.8799999999991
"n17";"w36";94.2200000000003
"n17";"w38";70.2800000000003
"n17";"w34";66.4000000000003
"n17";"w40";42.2800000000003
"n17";"w39";47.0600000000003
"n17";"w33";44.0900000000003
"n17";"w37";78.6000000000003
"n17";"w35";84.1700000000003
"n17";"w44";54.3900000000001
"n17";"w46";35.3500000000001
"n17";"w42";38.1700000000001
"n17";"w48";41.9200000000001
"n17";"w47";35.3000000000001
"n17";"w41";34.3400000000001
"n17";"w45";50.1000000000001
"n17";"w43";44.9900000000001
"n17";"w52";55.7499999999999
"n17";"w54";29.5199999999999
"n17";"w50";33.1399999999999
"n17";"w56";32.1899999999999
"n17";"w55";27.7799999999999
"n17";"w49";24.9899999999999
"n17";"w53";49.5099999999999
"n17";"w51";47.8699999999999
"n17";"w60";51.2200000000003
"n17";"w62";29.5500000000003
"n17";"w58";33.3400000000003
"n17";"w64";35.1400000000003
"n17";"w63";29.3200000000003
"n17";"w57";30.3500000000003
"n17";"w61";46.3100000000003
"n17";"w59";41.4300000000003
"n17";"w68";88.7899999999999
"n17";"w70";64.8999999999999
"n17";"w66";56.7099999999999
"n17";"w72";40.7799999999999
"n17";"w71";43.9999999999999
"n17";"w65";32.3699999999999
"n17";"w69";72.2399999999999
"n17";"w67";88.3399999999999
"n18";"w8";36.34
"n18";"w5";62.39
"n18";"w4";74.65
"n18";"w7";35.89
"n18";"w1";38.93
"n18";"w6";48.87
"n18";"w3";69.64
"n18";"w2";46.49
"n18";"w80";36.7899999999992
"n18";"w77";44.7899999999992
"n18";"w76";49.8599999999992
"n18";"w79";27.4799999999992
"n18";"w73";29.4699999999992
"n18";"w78";28.3999999999992
"n18";"w75";45.4599999999992
"n18";"w74";32.7499999999992
"n18";"w88";23.1199999999992
"n18";"w85";30.6399999999992
"n18";"w84";34.8799999999992
"n18";"w87";15.3699999999992
"n18";"w81";15.7599999999992
"n18";"w86";15.0999999999992
"n18";"w83";28.3899999999992
"n18";"w82";18.9399999999992
"n18";"w96";22.8100000000009
"n18";"w93";26.3500000000009
"n18";"w92";29.3000000000009
"n18";"w95";15.650000000001
"n18";"w89";14.2300000000009
"n18";"w94";14.9800000000009
"n18";"w91";25.6900000000009
"n18";"w90";18.8000000000009
"n18";"w104";41.7800000000007
"n18";"w101";64.2500000000007
"n18";"w100";74.9500000000007
"n18";"w103";40.7600000000007
"n18";"w97";35.0400000000007
"n18";"w102";48.7900000000007
"n18";"w99";68.0800000000007
"n18";"w98";46.2800000000007
"n18";"w112";40.4999999999999
"n18";"w109";49.0199999999999
"n18";"w108";53.9099999999999
"n18";"w111";32.2699999999999
"n18";"w105";36.5499999999999
"n18";"w110";33.6599999999999
"n18";"w107";45.7799999999999
"n18";"w106";36.9099999999999
"n18";"w120";28.89
"n18";"w117";37.23
"n18";"w116";42.17
"n18";"w119";21.48
"n18";"w113";21.8
"n18";"w118";21.61
"n18";"w115";35.02
"n18";"w114";25.12
"n18";"w128";27.7900000000009
"n18";"w125";32.0400000000009
"n18";"w124";34.9300000000009
"n18";"w127";21.2200000000009
"n18";"w121";19.7400000000009
"n18";"w126";21.4800000000009
"n18";"w123";30.0100000000009
"n18";"w122";23.9100000000009
"n18";"w136";38.0499999999994
"n18";"w133";51.9399999999994
"n18";"w132";60.6999999999993
"n18";"w135";30.1599999999993
"n18";"w129";34.6799999999994
"n18";"w134";36.0099999999994
"n18";"w131";56.6099999999994
"n18";"w130";36.2499999999994
"n18";"w144";34.6199999999995
"n18";"w141";39.7899999999995
"n18";"w140";44.7799999999995
"n18";"w143";25.7799999999995
"n18";"w137";27.1999999999995
"n18";"w142";26.4299999999995
"n18";"w139";39.0199999999995
"n18";"w138";29.0899999999995
"n18";"w152";22.600000000001
"n18";"w149";26.490000000001
"n18";"w148";30.410000000001
"n18";"w151";15.150000000001
"n18";"w145";13.260000000001
"n18";"w150";14.310000000001
"n18";"w147";26.380000000001
"n18";"w146";17.910000000001
"n18";"w16";37.5799999999999
"n18";"w13";48.7099999999999
"n18";"w12";54.3299999999999
"n18";"w15";29.2499999999999
"n18";"w9";32.1399999999999
"n18";"w14";31.0399999999999
"n18";"w11";43.3599999999999
"n18";"w10";34.1499999999999
"n18";"w160";21.7499999999996
"n18";"w157";23.6899999999996
"n18";"w156";21.6299999999996
"n18";"w159";15.4999999999996
"n18";"w153";14.4299999999996
"n18";"w158";15.3699999999996
"n18";"w155";22.5899999999996
"n18";"w154";17.1199999999996
"n18";"w168";42.9400000000004
"n18";"w165";59.9400000000004
"n18";"w164";68.4500000000004
"n18";"w167";37.6100000000004
"n18";"w161";36.7700000000004
"n18";"w166";43.8200000000004
"n18";"w163";65.8800000000004
"n18";"w162";43.0200000000004
"n18";"w176";39.6399999999991
"n18";"w173";45.3199999999991
"n18";"w172";49.9499999999991
"n18";"w175";31.1499999999991
"n18";"w169";32.7699999999991
"n18";"w174";31.1899999999991
"n18";"w171";44.5799999999991
"n18";"w170";34.5699999999991
"n18";"w184";31.8799999999985
"n18";"w181";34.5799999999985
"n18";"w180";38.6299999999985
"n18";"w183";21.7199999999985
"n18";"w177";19.9199999999985
"n18";"w182";21.4399999999985
"n18";"w179";33.6399999999985
"n18";"w178";24.0499999999985
"n18";"w192";32.5999999999999
"n18";"w189";29.7499999999999
"n18";"w188";27.6499999999999
"n18";"w191";21.3299999999999
"n18";"w185";20.1299999999999
"n18";"w190";21.1199999999999
"n18";"w187";28.8499999999999
"n18";"w186";22.8799999999999
"n18";"w200";35.8499999999996
"n18";"w197";26.3999999999996
"n18";"w196";73.4699999999996
"n18";"w199";26.9799999999996
"n18";"w193";50.6799999999996
"n18";"w198";48.5899999999996
"n18";"w195";71.2499999999996
"n18";"w194";42.6999999999996
"n18";"w208";34.9799999999997
"n18";"w205";27.7899999999997
"n18";"w204";50.8999999999997
"n18";"w207";25.9799999999997
"n18";"w201";38.8999999999997
"n18";"w206";32.4099999999997
"n18";"w203";45.5599999999997
"n18";"w202";31.8699999999997
"n18";"w216";21.6299999999996
"n18";"w213";15.0299999999996
"n18";"w212";37.7999999999996
"n18";"w215";13.3399999999996
"n18";"w209";25.0999999999996
"n18";"w214";15.6999999999996
"n18";"w211";32.8999999999996
"n18";"w210";18.6599999999996
"n18";"w224";21.23
"n18";"w221";16.26
"n18";"w220";30.97
"n18";"w223";15.11
"n18";"w217";15.2
"n18";"w222";15.5
"n18";"w219";24.99
"n18";"w218";17.67
"n18";"w232";40.23
"n18";"w229";31.53
"n18";"w228";78.24
"n18";"w231";32.28
"n18";"w225";59.91
"n18";"w230";62.11
"n18";"w227";77.31
"n18";"w226";47.42
"n18";"w24";23.3000000000001
"n18";"w21";32.8
"n18";"w20";37.95
"n18";"w23";15.7300000000001
"n18";"w17";16.36
"n18";"w22";15.66
"n18";"w19";31.0300000000001
"n18";"w18";19.6700000000001
"n18";"w240";39.2200000000026
"n18";"w237";32.6300000000026
"n18";"w236";54.9000000000026
"n18";"w239";30.4300000000026
"n18";"w233";43.2800000000026
"n18";"w238";33.4800000000026
"n18";"w235";50.1600000000026
"n18";"w234";35.6600000000026
"n18";"w248";27.2399999999987
"n18";"w245";20.9099999999987
"n18";"w244";44.6499999999987
"n18";"w247";19.1099999999987
"n18";"w241";31.0999999999987
"n18";"w246";21.3599999999987
"n18";"w243";37.4599999999987
"n18";"w242";24.8299999999987
"n18";"w256";26.2800000000028
"n18";"w253";21.9300000000028
"n18";"w252";36.7400000000028
"n18";"w255";20.4200000000028
"n18";"w249";20.8500000000028
"n18";"w254";20.9100000000028
"n18";"w251";28.9300000000028
"n18";"w250";23.4400000000028
"n18";"w264";36.450000000001
